2498.9314412720123 - 1       2478.4847370356747 - 1
9767.0 - 203       9703.0 - 203
9767.0 - 204       2477.525684931507 - 204
9767.0 - 205       9646.0 - 205
9766.0 - 206       9682.0 - 206
9764.0 - 207       8758.0 - 207
9764.0 - 208       7801.0 - 208
9762.0 - 209       9704.0 - 209
9762.0 - 210       9623.0 - 210
9762.0 - 211       2499.511671061627 - 211
9762.0 - 212       9720.0 - 212
9762.0 - 213       8759.0 - 213
9762.0 - 214       9269.0 - 214
9762.0 - 215       9270.0 - 215
9762.0 - 216       9752.0 - 216
9762.0 - 217       9747.0 - 217
9762.0 - 218       9741.0 - 218
9762.0 - 219       2477.221974095579 - 219
9762.0 - 220       9721.0 - 220
9762.0 - 221       8641.0 - 221
9762.0 - 222       8781.0 - 222
9763.0 - 223       2477.955654481637 - 223
9763.0 - 224       2478.880467393021 - 224
9763.0 - 225       2475.9458197104154 - 225
9762.0 - 226       2499.510858931716 - 226
9767.0 - 227       7803.0 - 227
9767.0 - 228       7803.0 - 228
9767.0 - 229       7803.0 - 229
9767.0 - 230       7803.0 - 230
9762.0 - 231       2499.3580415989045 - 231
9762.0 - 232       8290.0 - 232
9762.0 - 233       9746.0 - 233
9762.0 - 234       9739.0 - 234
9762.0 - 235       9749.0 - 235
9762.0 - 236       2499.301090299133 - 236
9762.0 - 237       2499.1064248056473 - 237
9762.0 - 238       8777.0 - 238
9762.0 - 239       7271.0 - 239
9762.0 - 240       7271.0 - 240
9762.0 - 241       7271.0 - 241
9763.0 - 242       7271.0 - 242
9762.0 - 243       7271.0 - 243
9762.0 - 244       7271.0 - 244
9762.0 - 245       2478.616662554486 - 245
9762.0 - 246       9276.0 - 246
9762.0 - 247       8786.0 - 247
9762.0 - 248       9750.0 - 248
9762.0 - 249       9703.0 - 249
9762.0 - 250       9693.0 - 250
9762.0 - 251       9693.0 - 251
9762.0 - 252       2500.0000000000005 - 252
9762.0 - 253       2498.930344001369 - 253
9762.0 - 254       9611.0 - 254
9762.0 - 255       6826.0 - 255
9752.0 - 256       6826.0 - 256
9752.0 - 257       9609.0 - 257
9756.0 - 258       2499.108257535224 - 258
9756.0 - 259       9249.0 - 259
9756.0 - 260       9621.0 - 260
9760.0 - 261       2496.7995220619614 - 261
9767.0 - 262       2496.9753373662165 - 262
9767.0 - 263       9738.0 - 263
9767.0 - 264       2498.618893536422 - 264
9767.0 - 265       9726.0 - 265
9767.0 - 266       9723.0 - 266
9767.0 - 267       2499.108893245411 - 267
9767.0 - 268       9736.0 - 268
9767.0 - 269       9744.0 - 269
9767.0 - 270       9740.0 - 270
9767.0 - 271       9728.0 - 271
9767.0 - 272       2498.9320803075607 - 272
9767.0 - 273       8788.0 - 273
9767.0 - 274       9640.0 - 274
9767.0 - 275       9734.0 - 275
9767.0 - 276       9734.0 - 276
9767.0 - 277       9755.0 - 277
9767.0 - 278       2499.5123854105714 - 278
9767.0 - 279       9276.0 - 279
9767.0 - 280       9640.0 - 280
9767.0 - 281       4369.0 - 281
9767.0 - 282       4369.0 - 282
9767.0 - 283       8290.0 - 283
9767.0 - 284       9735.0 - 284
9767.0 - 285       9723.0 - 285
9767.0 - 286       2499.300894854586 - 286
9763.0 - 287       9721.0 - 287
9763.0 - 288       9723.0 - 288
9763.0 - 289       9266.0 - 289
9763.0 - 290       9257.0 - 290
9767.0 - 291       9720.0 - 291
9767.0 - 292       9718.0 - 292
9767.0 - 293       9721.0 - 293
9767.0 - 294       9741.0 - 294
9767.0 - 295       2496.8747209572284 - 295
9767.0 - 296       9598.0 - 296
9767.0 - 297       9716.0 - 297
9767.0 - 298       9739.0 - 298
9767.0 - 299       9737.0 - 299
9767.0 - 300       9737.0 - 300
9767.0 - 301       9745.0 - 301
9767.0 - 302       9745.0 - 302
9767.0 - 303       9275.0 - 303
9762.0 - 304       9730.0 - 304
9762.0 - 305       9268.0 - 305
9762.0 - 306       2499.51057165231 - 306
9762.0 - 307       9239.0 - 307
9762.0 - 308       9141.0 - 308
9762.0 - 309       2498.7659399424106 - 309
9762.0 - 310       2499.356057353825 - 310
9762.0 - 311       9626.0 - 311
9762.0 - 312       9693.0 - 312
9767.0 - 313       9693.0 - 313
9767.0 - 314       9649.0 - 314
9767.0 - 315       2498.9326274442833 - 315
9767.0 - 316       2499.7667039940275 - 316
9767.0 - 317       9275.0 - 317
9767.0 - 318       9271.0 - 318
9767.0 - 319       9741.0 - 319
9767.0 - 320       9748.0 - 320
9767.0 - 321       9748.0 - 321
9767.0 - 322       9754.0 - 322
9767.0 - 323       9746.0 - 323
9767.0 - 324       2499.358700299273 - 324
9767.0 - 325       2496.968566365078 - 325
9767.0 - 326       9731.0 - 326
9767.0 - 327       9734.0 - 327
9767.0 - 328       9744.0 - 328
9767.0 - 329       9737.0 - 329
9767.0 - 330       9740.0 - 330
9767.0 - 331       9736.0 - 331
9767.0 - 332       7317.0 - 332
9762.0 - 333       2500.0 - 333
9767.0 - 334       9728.0 - 334
9763.0 - 335       9720.0 - 335
9763.0 - 336       2499.5121475265883 - 336
9767.0 - 337       9739.0 - 337
9767.0 - 338       8769.0 - 338
9767.0 - 339       8769.0 - 339
9767.0 - 340       8769.0 - 340
9767.0 - 341       9744.0 - 341
9767.0 - 342       9743.0 - 342
9767.0 - 343       9250.0 - 343
9767.0 - 344       2499.553332142219 - 344
9767.0 - 345       9734.0 - 345
9767.0 - 346       9257.0 - 346
9767.0 - 347       9716.0 - 347
9767.0 - 348       9614.0 - 348
9767.0 - 349       9715.0 - 349
9767.0 - 350       2499.7667692881796 - 350
9767.0 - 351       2499.5119094103866 - 351
9767.0 - 352       2499.512337852336 - 352
9767.0 - 353       2499.108257535224 - 353
9767.0 - 354       9275.0 - 354
9767.0 - 355       9638.0 - 355
9767.0 - 356       9648.0 - 356
9767.0 - 357       2499.5122427080287 - 357
9767.0 - 358       2499.3588099512694 - 358
9767.0 - 359       2499.3016109507403 - 359
9767.0 - 360       8296.0 - 360
9767.0 - 361       9748.0 - 361
9767.0 - 362       2499.5122427080287 - 362
9767.0 - 363       9702.0 - 363
9767.0 - 364       9702.0 - 364
9767.0 - 365       9702.0 - 365
9767.0 - 366       9702.0 - 366
9767.0 - 367       9695.0 - 367
9767.0 - 368       2498.931806528799 - 368
9767.0 - 369       9261.0 - 369
9761.0 - 370       2498.9309843496108 - 370
9767.0 - 371       6820.0 - 371
9761.0 - 372       6820.0 - 372
9767.0 - 373       9697.0 - 373
9767.0 - 374       9251.0 - 374
9765.0 - 375       9665.0 - 375
9767.0 - 376       9665.0 - 376
9767.0 - 377       9698.0 - 377
9767.0 - 378       2499.7663333021774 - 378
9767.0 - 379       8294.0 - 379
9767.0 - 380       9277.0 - 380
9767.0 - 381       9665.0 - 381
9767.0 - 382       9665.0 - 382
9767.0 - 383       9750.0 - 383
9767.0 - 384       9738.0 - 384
9767.0 - 385       9750.0 - 385
9767.0 - 386       9739.0 - 386
9767.0 - 387       9737.0 - 387
9767.0 - 388       9737.0 - 388
9767.0 - 389       9743.0 - 389
9767.0 - 390       9743.0 - 390
9767.0 - 391       9743.0 - 391
9767.0 - 392       9743.0 - 392
9767.0 - 393       9718.0 - 393
9767.0 - 394       9767.0 - 394
9767.0 - 395       9645.0 - 395
9767.0 - 396       9751.0 - 396
9767.0 - 397       9650.0 - 397
9767.0 - 398       9757.0 - 398
9767.0 - 399       9767.0 - 399
9767.0 - 400       9750.0 - 400
9767.0 - 401       9750.0 - 401
9767.0 - 402       2499.766921499161 - 402
9767.0 - 403       9753.0 - 403
9767.0 - 404       9749.0 - 404
9767.0 - 405       9751.0 - 405
9767.0 - 406       9734.0 - 406
9767.0 - 407       8782.0 - 407
9767.0 - 408       9634.0 - 408
9767.0 - 409       9728.0 - 409
9767.0 - 410       9739.0 - 410
9767.0 - 411       9750.0 - 411
9767.0 - 412       9715.0 - 412
9767.0 - 413       9277.0 - 413
9767.0 - 414       2499.301090299133 - 414
9767.0 - 415       2499.5117664290597 - 415
9767.0 - 416       2499.2997198879552 - 416
9767.0 - 417       2499.5123854105714 - 417
9767.0 - 418       2499.3016109507403 - 418
9767.0 - 419       2499.5115279406014 - 419
9767.0 - 420       9717.0 - 420
9767.0 - 421       9718.0 - 421
9767.0 - 422       9280.0 - 422
9767.0 - 423       9751.0 - 423
9767.0 - 424       9277.0 - 424
9767.0 - 425       9641.0 - 425
9767.0 - 426       9710.0 - 426
9767.0 - 427       8779.0 - 427
9762.0 - 428       2499.766114697353 - 428
9762.0 - 429       9615.0 - 429
9762.0 - 430       2499.3579866461228 - 430
9762.0 - 431       2499.3016109507403 - 431
9762.0 - 432       9754.0 - 432
9762.0 - 433       9748.0 - 433
9762.0 - 434       2498.770088553624 - 434
9762.0 - 435       9712.0 - 435
9762.0 - 436       9755.0 - 436
9762.0 - 437       9627.0 - 437
9762.0 - 438       9733.0 - 438
9763.0 - 439       9614.0 - 439
9763.0 - 440       2498.9323539460197 - 440
9767.0 - 441       9633.0 - 441
9767.0 - 442       9627.0 - 442
9767.0 - 443       9634.0 - 443
9767.0 - 444       2499.3016109507403 - 444
9767.0 - 445       2499.3014808605753 - 445
9767.0 - 446       9730.0 - 446
9767.0 - 447       9716.0 - 447
9766.0 - 448       9716.0 - 448
9762.0 - 449       9716.0 - 449
9762.0 - 450       9726.0 - 450
9762.0 - 451       7801.0 - 451
9767.0 - 452       2499.29932735426 - 452
9760.0 - 453       7804.0 - 453
9766.0 - 454       7804.0 - 454
9766.0 - 455       2498.479203102426 - 455
9766.0 - 456       7295.0 - 456
9767.0 - 457       7295.0 - 457
9767.0 - 458       9712.0 - 458
9767.0 - 459       9712.0 - 459
9767.0 - 460       9759.0 - 460
9767.0 - 461       9759.0 - 461
9767.0 - 462       9762.0 - 462
9767.0 - 463       9759.0 - 463
9767.0 - 464       9750.0 - 464
9767.0 - 465       9732.0 - 465
9767.0 - 466       9742.0 - 466
9767.0 - 467       9609.0 - 467
9767.0 - 468       9751.0 - 468
9767.0 - 469       2499.3016109507403 - 469
9767.0 - 470       9718.0 - 470
9767.0 - 471       8304.0 - 471
9767.0 - 472       9665.0 - 472
9767.0 - 473       9737.0 - 473
9767.0 - 474       9737.0 - 474
9767.0 - 475       2499.766812797314 - 475
9767.0 - 476       9720.0 - 476
9767.0 - 477       9743.0 - 477
9767.0 - 478       9271.0 - 478
9767.0 - 479       2499.51186175925 - 479
9767.0 - 480       9733.0 - 480
9767.0 - 481       8781.0 - 481
9767.0 - 482       2499.3011554230343 - 482
9767.0 - 483       8793.0 - 483
9767.0 - 484       2499.510811075237 - 484
9767.0 - 485       2499.2995236761 - 485
9747.0 - 486       9600.0 - 486
9751.0 - 487       2497.54003041417 - 487
9756.0 - 488       2499.765961430444 - 488
9757.0 - 489       2499.1070631306366 - 489
9767.0 - 490       8272.0 - 490
9767.0 - 491       8272.0 - 491
9767.0 - 492       8765.0 - 492
9767.0 - 493       9744.0 - 493
9767.0 - 494       9741.0 - 494
9767.0 - 495       2499.5119094103866 - 495
9767.0 - 496       9737.0 - 496
9767.0 - 497       8790.0 - 497
9767.0 - 498       9735.0 - 498
9767.0 - 499       9733.0 - 499
9767.0 - 500       9751.0 - 500
9767.0 - 501       9624.0 - 501
9767.0 - 502       9622.0 - 502
9767.0 - 503       9756.0 - 503
9767.0 - 504       9282.0 - 504
9767.0 - 505       2499.108416547789 - 505
9767.0 - 506       9757.0 - 506
9767.0 - 507       2499.3581514762514 - 507
9767.0 - 508       9747.0 - 508
9767.0 - 509       2499.553292236219 - 509
9767.0 - 510       9767.0 - 510
9767.0 - 511       9282.0 - 511
9767.0 - 512       9748.0 - 512
9767.0 - 513       2478.8370253164558 - 513
9767.0 - 514       9280.0 - 514
9767.0 - 515       9644.0 - 515
9767.0 - 516       2499.301090299133 - 516
9767.0 - 517       9746.0 - 517
9767.0 - 518       9753.0 - 518
9767.0 - 519       9270.0 - 519
9767.0 - 520       9749.0 - 520
9767.0 - 521       9763.0 - 521
9767.0 - 522       9730.0 - 522
9767.0 - 523       9767.0 - 523
9767.0 - 524       9767.0 - 524
9767.0 - 525       9750.0 - 525
9767.0 - 526       9735.0 - 526
9767.0 - 527       9741.0 - 527
9767.0 - 528       2499.3003078645397 - 528
9767.0 - 529       2499.5540094549997 - 529
9767.0 - 530       2499.766921499161 - 530
9767.0 - 531       9245.0 - 531
9767.0 - 532       9727.0 - 532
9767.0 - 533       8766.0 - 533
9767.0 - 534       2499.1792514773474 - 534
9767.0 - 535       2499.3016109507403 - 535
9767.0 - 536       9721.0 - 536
9767.0 - 537       9750.0 - 537
9767.0 - 538       2499.5123854105714 - 538
9767.0 - 539       9756.0 - 539
9767.0 - 540       9753.0 - 540
9767.0 - 541       9757.0 - 541
9767.0 - 542       9757.0 - 542
9767.0 - 543       9740.0 - 543
9767.0 - 544       9275.0 - 544
9767.0 - 545       9738.0 - 545
9767.0 - 546       9723.0 - 546
9767.0 - 547       9727.0 - 547
9767.0 - 548       9253.0 - 548
9767.0 - 549       9229.0 - 549
9767.0 - 550       9612.0 - 550
9767.0 - 551       2499.512099921936 - 551
9767.0 - 552       9735.0 - 552
9767.0 - 553       8793.0 - 553
9767.0 - 554       9739.0 - 554
9767.0 - 555       9275.0 - 555
9767.0 - 556       9756.0 - 556
9767.0 - 557       9759.0 - 557
9767.0 - 558       9761.0 - 558
9767.0 - 559       9744.0 - 559
9767.0 - 560       9750.0 - 560
9767.0 - 561       8781.0 - 561
9767.0 - 562       9752.0 - 562
9767.0 - 563       2499.1075412762157 - 563
9767.0 - 564       6343.0 - 564
9767.0 - 565       2499.300894854586 - 565
9767.0 - 566       2499.3577667408804 - 566
9767.0 - 567       2499.766921499161 - 567
9767.0 - 568       9733.0 - 568
9767.0 - 569       9742.0 - 569
9767.0 - 570       2498.930892918235 - 570
9767.0 - 571       9728.0 - 571
9767.0 - 572       9737.0 - 572
9767.0 - 573       2499.3016109507403 - 573
9767.0 - 574       7814.0 - 574
9767.0 - 575       2499.3016759776533 - 575
9767.0 - 576       9273.0 - 576
9767.0 - 577       9734.0 - 577
9767.0 - 578       9741.0 - 578
9767.0 - 579       9648.0 - 579
9767.0 - 580       9755.0 - 580
9767.0 - 581       9730.0 - 581
9767.0 - 582       9744.0 - 582
9767.0 - 583       2499.5123854105714 - 583
9767.0 - 584       9755.0 - 584
9767.0 - 585       9767.0 - 585
9767.0 - 586       9282.0 - 586
9767.0 - 587       9749.0 - 587
9767.0 - 588       2500.0000000000005 - 588
9767.0 - 589       9757.0 - 589
9767.0 - 590       9767.0 - 590
9767.0 - 591       9743.0 - 591
9767.0 - 592       2499.5539696699375 - 592
9767.0 - 593       9645.0 - 593
9767.0 - 594       9716.0 - 594
9767.0 - 595       8280.0 - 595
9767.0 - 596       9665.0 - 596
9767.0 - 597       2499.766180321736 - 597
9767.0 - 598       9733.0 - 598
9767.0 - 599       2499.107780157031 - 599
9767.0 - 600       9736.0 - 600
9767.0 - 601       8791.0 - 601
9767.0 - 602       9261.0 - 602
9767.0 - 603       9275.0 - 603
9767.0 - 604       9275.0 - 604
9767.0 - 605       7312.0 - 605
9767.0 - 606       9734.0 - 606
9767.0 - 607       9734.0 - 607
9767.0 - 608       9753.0 - 608
9767.0 - 609       2498.6181301326596 - 609
9767.0 - 610       9745.0 - 610
9767.0 - 611       2476.8105601141638 - 611
9767.0 - 612       2499.5123854105714 - 612
9767.0 - 613       9652.0 - 613
9767.0 - 614       9641.0 - 614
9767.0 - 615       8660.0 - 615
9767.0 - 616       9632.0 - 616
9767.0 - 617       9247.0 - 617
9767.0 - 618       9665.0 - 618
9767.0 - 619       9688.0 - 619
9767.0 - 620       9688.0 - 620
9767.0 - 621       9736.0 - 621
9767.0 - 622       9727.0 - 622
9767.0 - 623       9736.0 - 623
9767.0 - 624       9728.0 - 624
9767.0 - 625       9723.0 - 625
9767.0 - 626       2499.5119570522206 - 626
9762.0 - 627       2499.3012856344326 - 627
9762.0 - 628       9251.0 - 628
9762.0 - 629       9627.0 - 629
9762.0 - 630       2478.821946005859 - 630
9767.0 - 631       9722.0 - 631
9767.0 - 632       2499.3016109507403 - 632
9767.0 - 633       8793.0 - 633
9767.0 - 634       9268.0 - 634
9767.0 - 635       8666.0 - 635
9767.0 - 636       2499.5540492329646 - 636
9767.0 - 637       2499.301415797317 - 637
9767.0 - 638       9738.0 - 638
9767.0 - 639       9735.0 - 639
9767.0 - 640       9742.0 - 640
9767.0 - 641       2499.108893245411 - 641
9767.0 - 642       9750.0 - 642
9767.0 - 643       9639.0 - 643
9767.0 - 644       9752.0 - 644
9767.0 - 645       9734.0 - 645
9767.0 - 646       9271.0 - 646
9767.0 - 647       9726.0 - 647
9767.0 - 648       2499.3016109507403 - 648
9767.0 - 649       2499.5121951219517 - 649
9767.0 - 650       2498.9307100085543 - 650
9767.0 - 651       9626.0 - 651
9767.0 - 652       2478.2197748006906 - 652
9767.0 - 653       9730.0 - 653
9767.0 - 654       2499.1090520313614 - 654
9767.0 - 655       9754.0 - 655
9767.0 - 656       9761.0 - 656
9767.0 - 657       9767.0 - 657
9767.0 - 658       9748.0 - 658
9767.0 - 659       9767.0 - 659
9767.0 - 660       9767.0 - 660
9767.0 - 661       9752.0 - 661
9767.0 - 662       2499.9999999999995 - 662
9767.0 - 663       9742.0 - 663
9767.0 - 664       9746.0 - 664
9767.0 - 665       9758.0 - 665
9767.0 - 666       9758.0 - 666
9767.0 - 667       2478.6061054883567 - 667
9767.0 - 668       9636.0 - 668
9767.0 - 669       9636.0 - 669
9767.0 - 670       9265.0 - 670
9763.0 - 671       4880.0 - 671
9762.0 - 672       4880.0 - 672
9762.0 - 673       4880.0 - 673
9762.0 - 674       8274.0 - 674
9762.0 - 675       7178.0 - 675
9762.0 - 676       9666.0 - 676
9762.0 - 677       9618.0 - 677
9762.0 - 678       9607.0 - 678
9762.0 - 679       9607.0 - 679
9762.0 - 680       2499.3561679114086 - 680
9762.0 - 681       9714.0 - 681
9754.0 - 682       2499.3008296821104 - 682
9758.0 - 683       2497.555251320164 - 683
9758.0 - 684       9211.0 - 684
9761.0 - 685       9599.0 - 685
9761.0 - 686       9707.0 - 686
9762.0 - 687       2497.2177039637018 - 687
9762.0 - 688       9625.0 - 688
9762.0 - 689       9626.0 - 689
9762.0 - 690       9626.0 - 690
9767.0 - 691       2499.3005036373806 - 691
9767.0 - 692       9683.0 - 692
9767.0 - 693       2499.301415797317 - 693
9767.0 - 694       9268.0 - 694
9767.0 - 695       2499.512337852336 - 695
9767.0 - 696       9728.0 - 696
9767.0 - 697       9762.0 - 697
9767.0 - 698       9756.0 - 698
9767.0 - 699       9756.0 - 699
9767.0 - 700       9734.0 - 700
9767.0 - 701       9734.0 - 701
9767.0 - 702       9270.0 - 702
9767.0 - 703       9731.0 - 703
9767.0 - 704       9266.0 - 704
9767.0 - 705       9751.0 - 705
9767.0 - 706       2499.3016109507403 - 706
9767.0 - 707       9272.0 - 707
9767.0 - 708       7819.0 - 708
9767.0 - 709       9760.0 - 709
9767.0 - 710       9743.0 - 710
9767.0 - 711       9733.0 - 711
9767.0 - 712       2499.300960014913 - 712
9767.0 - 713       2499.300960014913 - 713
9767.0 - 714       9744.0 - 714
9767.0 - 715       2499.766573295985 - 715
9767.0 - 716       9730.0 - 716
9767.0 - 717       9266.0 - 717
9767.0 - 718       9746.0 - 718
9767.0 - 719       9733.0 - 719
9767.0 - 720       9725.0 - 720
9767.0 - 721       2499.35809654228 - 721
9767.0 - 722       9702.0 - 722
9767.0 - 723       9729.0 - 723
9767.0 - 724       8784.0 - 724
9767.0 - 725       2500.0 - 725
9767.0 - 726       2499.177969584875 - 726
9767.0 - 727       2499.5123854105714 - 727
9767.0 - 728       2499.5123854105714 - 728
9767.0 - 729       2499.512004684755 - 729
9767.0 - 730       9624.0 - 730
9767.0 - 731       9752.0 - 731
9767.0 - 732       9272.0 - 732
9767.0 - 733       2498.9322627487827 - 733
9767.0 - 734       8304.0 - 734
9767.0 - 735       9158.0 - 735
9767.0 - 736       9272.0 - 736
9767.0 - 737       7319.0 - 737
9767.0 - 738       2479.4520547945203 - 738
9762.0 - 739       2479.448926777287 - 739
9762.0 - 740       2499.300960014913 - 740
9762.0 - 741       2499.5527328025764 - 741
