7330.0 - 1       2481.7178566679963 - 1
9767.0 - 122       9684.0 - 122
9767.0 - 123       9206.0 - 123
9767.0 - 124       8252.0 - 124
9767.0 - 125       9691.0 - 125
9767.0 - 126       9598.0 - 126
9743.0 - 127       2499.2991964118855 - 127
9745.0 - 128       2476.7275331185106 - 128
9753.0 - 129       9566.0 - 129
9741.0 - 130       9217.0 - 130
9748.0 - 131       9627.0 - 131
9749.0 - 132       9583.0 - 132
9749.0 - 133       9624.0 - 133
9753.0 - 134       9267.0 - 134
9766.0 - 135       2499.5115279406014 - 135
9766.0 - 136       9261.0 - 136
9767.0 - 137       9640.0 - 137
9767.0 - 138       9758.0 - 138
9767.0 - 139       9748.0 - 139
9767.0 - 140       9749.0 - 140
9767.0 - 141       9644.0 - 141
9767.0 - 142       2480.85513720485 - 142
9767.0 - 143       2499.553571428571 - 143
9767.0 - 144       9744.0 - 144
9767.0 - 145       9722.0 - 145
9767.0 - 146       9665.0 - 146
9767.0 - 147       9665.0 - 147
9767.0 - 148       9665.0 - 148
9767.0 - 149       9665.0 - 149
9767.0 - 150       2499.5511669658886 - 150
9767.0 - 151       2498.859575762184 - 151
9767.0 - 152       2499.5535315653183 - 152
9767.0 - 153       2499.5535315653183 - 153
9767.0 - 154       9255.0 - 154
9767.0 - 155       8773.0 - 155
9767.0 - 156       9767.0 - 156
9767.0 - 157       2499.5114802149487 - 157
9767.0 - 158       2499.5114802149487 - 158
9767.0 - 159       9748.0 - 159
9767.0 - 160       9147.0 - 160
9767.0 - 161       9639.0 - 161
9767.0 - 162       9270.0 - 162
9767.0 - 163       9270.0 - 163
9767.0 - 164       9735.0 - 164
9767.0 - 165       9744.0 - 165
9767.0 - 166       9755.0 - 166
9767.0 - 167       2498.932718579235 - 167
9767.0 - 168       7807.0 - 168
9767.0 - 169       2499.5119570522206 - 169
9767.0 - 170       2499.51186175925 - 170
9767.0 - 171       2476.808491659977 - 171
9767.0 - 172       2476.7670449468324 - 172
9767.0 - 173       2477.5525910723445 - 173
9767.0 - 174       8787.0 - 174
9767.0 - 175       9710.0 - 175
9767.0 - 176       8795.0 - 176
9767.0 - 177       2499.5123854105714 - 177
9767.0 - 178       9272.0 - 178
9767.0 - 179       2499.5102840352597 - 179
9767.0 - 180       8302.0 - 180
9767.0 - 181       2499.3016759776533 - 181
9767.0 - 182       9650.0 - 182
9767.0 - 183       9741.0 - 183
9767.0 - 184       9746.0 - 184
9767.0 - 185       9738.0 - 185
9767.0 - 186       9748.0 - 186
9767.0 - 187       9265.0 - 187
9767.0 - 188       8788.0 - 188
9767.0 - 189       8767.0 - 189
9767.0 - 190       9742.0 - 190
9767.0 - 191       9271.0 - 191
9767.0 - 192       9727.0 - 192
9767.0 - 193       2499.012794187332 - 193
9767.0 - 194       2499.5540094549997 - 194
9760.0 - 195       2477.5295326142787 - 195
9759.0 - 196       9712.0 - 196
9755.0 - 197       9712.0 - 197
9755.0 - 198       9721.0 - 198
9759.0 - 199       2499.300634091757 - 199
9762.0 - 200       8785.0 - 200
9762.0 - 201       8785.0 - 201
9762.0 - 202       9740.0 - 202
9762.0 - 203       8788.0 - 203
9762.0 - 204       8771.0 - 204
9763.0 - 205       6839.0 - 205
9767.0 - 206       9736.0 - 206
9767.0 - 207       2499.512337852336 - 207
9767.0 - 208       7318.0 - 208
9767.0 - 209       7318.0 - 209
9767.0 - 210       9263.0 - 210
9767.0 - 211       9273.0 - 211
9767.0 - 212       2499.51171875 - 212
9767.0 - 213       9738.0 - 213
9767.0 - 214       9272.0 - 214
9767.0 - 215       9694.0 - 215
9767.0 - 216       9690.0 - 216
9767.0 - 217       9708.0 - 217
9767.0 - 218       9277.0 - 218
9767.0 - 219       9631.0 - 219
9767.0 - 220       9640.0 - 220
9767.0 - 221       9271.0 - 221
9767.0 - 222       8781.0 - 222
9767.0 - 223       9255.0 - 223
9767.0 - 224       9639.0 - 224
9767.0 - 225       9638.0 - 225
9767.0 - 226       2499.3588647632077 - 226
9767.0 - 227       2500.0 - 227
9767.0 - 228       9734.0 - 228
9767.0 - 229       9747.0 - 229
9767.0 - 230       9282.0 - 230
9767.0 - 231       2499.301090299133 - 231
9767.0 - 232       2499.301090299133 - 232
9767.0 - 233       2499.5123854105714 - 233
9767.0 - 234       2499.1092107607337 - 234
9767.0 - 235       2499.1789819376027 - 235
9767.0 - 236       9726.0 - 236
9767.0 - 237       9743.0 - 237
9767.0 - 238       9642.0 - 238
9767.0 - 239       9726.0 - 239
9767.0 - 240       9747.0 - 240
9767.0 - 241       9271.0 - 241
9767.0 - 242       9740.0 - 242
9767.0 - 243       9726.0 - 243
9767.0 - 244       9726.0 - 244
9767.0 - 245       9727.0 - 245
9767.0 - 246       9717.0 - 246
9767.0 - 247       9741.0 - 247
9767.0 - 248       9639.0 - 248
9767.0 - 249       9646.0 - 249
9767.0 - 250       2499.3016759776533 - 250
9767.0 - 251       5364.0 - 251
9767.0 - 252       9749.0 - 252
9767.0 - 253       9760.0 - 253
9767.0 - 254       9760.0 - 254
9767.0 - 255       9758.0 - 255
9767.0 - 256       9760.0 - 256
9767.0 - 257       2499.3016109507403 - 257
9767.0 - 258       7814.0 - 258
9767.0 - 259       9276.0 - 259
9767.0 - 260       2499.35809654228 - 260
9767.0 - 261       9720.0 - 261
9767.0 - 262       9731.0 - 262
9767.0 - 263       8786.0 - 263
9767.0 - 264       9723.0 - 264
9767.0 - 265       9724.0 - 265
9767.0 - 266       9754.0 - 266
9767.0 - 267       9754.0 - 267
9767.0 - 268       9282.0 - 268
9767.0 - 269       9643.0 - 269
9767.0 - 270       9721.0 - 270
9767.0 - 271       9751.0 - 271
9767.0 - 272       9280.0 - 272
9767.0 - 273       9280.0 - 273
9767.0 - 274       9756.0 - 274
9767.0 - 275       9760.0 - 275
9767.0 - 276       9734.0 - 276
9767.0 - 277       9738.0 - 277
9767.0 - 278       8767.0 - 278
9767.0 - 279       9665.0 - 279
9767.0 - 280       9261.0 - 280
9767.0 - 281       9737.0 - 281
9767.0 - 282       9767.0 - 282
9767.0 - 283       9760.0 - 283
9767.0 - 284       9712.0 - 284
9767.0 - 285       9648.0 - 285
9767.0 - 286       9767.0 - 286
9767.0 - 287       9612.0 - 287
9767.0 - 288       9646.0 - 288
9767.0 - 289       9735.0 - 289
9767.0 - 290       9735.0 - 290
9767.0 - 291       9735.0 - 291
9767.0 - 292       9253.0 - 292
9767.0 - 293       8790.0 - 293
9767.0 - 294       8775.0 - 294
9767.0 - 295       2499.5123854105714 - 295
9767.0 - 296       9273.0 - 296
9767.0 - 297       9738.0 - 297
9767.0 - 298       2499.3016759776533 - 298
9767.0 - 299       2499.553571428571 - 299
9767.0 - 300       8790.0 - 300
9767.0 - 301       2499.766921499161 - 301
9767.0 - 302       8790.0 - 302
9767.0 - 303       9749.0 - 303
9767.0 - 304       9745.0 - 304
9767.0 - 305       8793.0 - 305
9767.0 - 306       2499.5122427080287 - 306
9767.0 - 307       2499.3013507219375 - 307
9767.0 - 308       9637.0 - 308
9767.0 - 309       2499.300960014913 - 309
9767.0 - 310       9643.0 - 310
9762.0 - 311       9244.0 - 311
9767.0 - 312       9712.0 - 312
9767.0 - 313       9699.0 - 313
9747.0 - 314       8762.0 - 314
9751.0 - 315       9233.0 - 315
9757.0 - 316       9233.0 - 316
9744.0 - 317       2499.3016109507403 - 317
9760.0 - 318       9239.0 - 318
9760.0 - 319       9707.0 - 319
9767.0 - 320       2497.6692149916094 - 320
9767.0 - 321       2500.0 - 321
9767.0 - 322       9760.0 - 322
9767.0 - 323       9759.0 - 323
9767.0 - 324       9282.0 - 324
9767.0 - 325       9272.0 - 325
9765.0 - 326       9745.0 - 326
9767.0 - 327       9746.0 - 327
9767.0 - 328       9751.0 - 328
9767.0 - 329       9269.0 - 329
9765.0 - 330       2499.1084960328076 - 330
9763.0 - 331       9275.0 - 331
9767.0 - 332       9236.0 - 332
9767.0 - 333       9725.0 - 333
9767.0 - 334       9727.0 - 334
9767.0 - 335       9620.0 - 335
9767.0 - 336       9276.0 - 336
9767.0 - 337       9742.0 - 337
9767.0 - 338       9736.0 - 338
9767.0 - 339       9736.0 - 339
9767.0 - 340       9755.0 - 340
9767.0 - 341       9633.0 - 341
9767.0 - 342       9621.0 - 342
9767.0 - 343       7791.0 - 343
9767.0 - 344       2499.509611612397 - 344
9767.0 - 345       2476.1885212250595 - 345
9767.0 - 346       2499.5521318523824 - 346
9763.0 - 347       2499.5098519752964 - 347
9763.0 - 348       9604.0 - 348
9767.0 - 349       2476.737943992127 - 349
9755.0 - 350       2500.0000000000005 - 350
9766.0 - 351       8790.0 - 351
9767.0 - 352       2499.01185770751 - 352
9767.0 - 353       8775.0 - 353
9767.0 - 354       2478.6061054883567 - 354
9767.0 - 355       2500.0 - 355
9767.0 - 356       2500.0000000000005 - 356
9760.0 - 357       2499.512004684755 - 357
9760.0 - 358       9271.0 - 358
9760.0 - 359       2499.766812797314 - 359
9763.0 - 360       2497.069740183629 - 360
9767.0 - 361       2498.6151776529236 - 361
9767.0 - 362       2499.553332142219 - 362
9767.0 - 363       9716.0 - 363
9767.0 - 364       7801.0 - 364
9767.0 - 365       7801.0 - 365
9767.0 - 366       2499.5119094103866 - 366
9767.0 - 367       9749.0 - 367
9767.0 - 368       9745.0 - 368
9767.0 - 369       9745.0 - 369
9767.0 - 370       9718.0 - 370
9767.0 - 371       9665.0 - 371
9767.0 - 372       9684.0 - 372
9767.0 - 373       9684.0 - 373
9767.0 - 374       9276.0 - 374
9767.0 - 375       9594.0 - 375
9767.0 - 376       9147.0 - 376
9767.0 - 377       2499.3008296821104 - 377
9763.0 - 378       2499.3006993006993 - 378
9763.0 - 379       9630.0 - 379
9767.0 - 380       7803.0 - 380
9767.0 - 381       9707.0 - 381
9767.0 - 382       8297.0 - 382
9767.0 - 383       9607.0 - 383
9767.0 - 384       9738.0 - 384
9767.0 - 385       9741.0 - 385
9767.0 - 386       2499.5123854105714 - 386
9767.0 - 387       9711.0 - 387
9767.0 - 388       9761.0 - 388
9767.0 - 389       8791.0 - 389
9767.0 - 390       9758.0 - 390
9767.0 - 391       9758.0 - 391
9767.0 - 392       9735.0 - 392
9767.0 - 393       9735.0 - 393
9767.0 - 394       9746.0 - 394
9767.0 - 395       9644.0 - 395
9767.0 - 396       7796.0 - 396
9767.0 - 397       8782.0 - 397
9767.0 - 398       2499.5119570522206 - 398
9767.0 - 399       8770.0 - 399
9767.0 - 400       9712.0 - 400
9767.0 - 401       9605.0 - 401
9767.0 - 402       9719.0 - 402
9767.0 - 403       9631.0 - 403
9767.0 - 404       9267.0 - 404
9767.0 - 405       9710.0 - 405
9767.0 - 406       9633.0 - 406
9767.0 - 407       9621.0 - 407
9756.0 - 408       7303.0 - 408
9752.0 - 409       9709.0 - 409
9753.0 - 410       2498.7680683311432 - 410
9758.0 - 411       2499.766573295985 - 411
9760.0 - 412       9608.0 - 412
9760.0 - 413       8730.0 - 413
9756.0 - 414       2499.300960014913 - 414
9760.0 - 415       8287.0 - 415
9760.0 - 416       8786.0 - 416
9760.0 - 417       5839.0 - 417
9760.0 - 418       9756.0 - 418
9760.0 - 419       9756.0 - 419
9762.0 - 420       9742.0 - 420
9762.0 - 421       9756.0 - 421
9762.0 - 422       9755.0 - 422
9763.0 - 423       9755.0 - 423
9763.0 - 424       9699.0 - 424
9767.0 - 425       2497.1198156682026 - 425
9767.0 - 426       9274.0 - 426
9767.0 - 427       9743.0 - 427
9767.0 - 428       9276.0 - 428
9767.0 - 429       2476.196339161126 - 429
9767.0 - 430       2498.930618530242 - 430
9767.0 - 431       2499.5532124028236 - 431
9767.0 - 432       9751.0 - 432
9767.0 - 433       9767.0 - 433
9767.0 - 434       8288.0 - 434
9767.0 - 435       2499.1080984659297 - 435
9767.0 - 436       9748.0 - 436
9767.0 - 437       2499.300894854586 - 437
9767.0 - 438       8651.0 - 438
9767.0 - 439       9767.0 - 439
9767.0 - 440       9734.0 - 440
9767.0 - 441       2499.358371118145 - 441
9767.0 - 442       8793.0 - 442
9767.0 - 443       8793.0 - 443
9767.0 - 444       9767.0 - 444
9767.0 - 445       9767.0 - 445
9767.0 - 446       2478.2197748006906 - 446
9767.0 - 447       2475.788481316421 - 447
9767.0 - 448       2479.434838906238 - 448
9767.0 - 449       9633.0 - 449
9767.0 - 450       9633.0 - 450
9767.0 - 451       2498.931623931624 - 451
9767.0 - 452       2499.553252323088 - 452
9767.0 - 453       9746.0 - 453
9767.0 - 454       9271.0 - 454
9767.0 - 455       9728.0 - 455
9767.0 - 456       9275.0 - 456
9767.0 - 457       9645.0 - 457
9767.0 - 458       9730.0 - 458
9767.0 - 459       8291.0 - 459
9767.0 - 460       2499.766921499161 - 460
9767.0 - 461       2499.766921499161 - 461
9767.0 - 462       2499.5122427080287 - 462
9767.0 - 463       2499.300960014913 - 463
9767.0 - 464       8788.0 - 464
9767.0 - 465       9716.0 - 465
9767.0 - 466       9722.0 - 466
9767.0 - 467       9722.0 - 467
9767.0 - 468       9250.0 - 468
9767.0 - 469       2499.1078597555534 - 469
9767.0 - 470       2499.108575503655 - 470
9762.0 - 471       9622.0 - 471
9760.0 - 472       9607.0 - 472
9767.0 - 473       9593.0 - 473
9767.0 - 474       9640.0 - 474
9767.0 - 475       9665.0 - 475
9767.0 - 476       9566.0 - 476
9767.0 - 477       9581.0 - 477
9767.0 - 478       9601.0 - 478
9767.0 - 479       2499.5119094103866 - 479
9767.0 - 480       8161.0 - 480
9763.0 - 481       9625.0 - 481
9767.0 - 482       9747.0 - 482
9767.0 - 483       2496.8794579172613 - 483
9763.0 - 484       2499.3012205347995 - 484
9767.0 - 485       9731.0 - 485
9767.0 - 486       2499.3585906097665 - 486
9767.0 - 487       9617.0 - 487
9763.0 - 488       9618.0 - 488
9763.0 - 489       9236.0 - 489
9767.0 - 490       2499.5119570522206 - 490
9763.0 - 491       8292.0 - 491
9763.0 - 492       9626.0 - 492
9763.0 - 493       8768.0 - 493
9763.0 - 494       9665.0 - 494
9762.0 - 495       2499.7666168782675 - 495
9762.0 - 496       9713.0 - 496
9767.0 - 497       2499.512099921936 - 497
9767.0 - 498       2500.0 - 498
9767.0 - 499       9632.0 - 499
9767.0 - 500       2499.553292236219 - 500
9767.0 - 501       8786.0 - 501
9767.0 - 502       9665.0 - 502
9767.0 - 503       9276.0 - 503
9767.0 - 504       9276.0 - 504
9767.0 - 505       9760.0 - 505
9767.0 - 506       9734.0 - 506
9767.0 - 507       9277.0 - 507
9767.0 - 508       2499.766791044776 - 508
9767.0 - 509       2499.012716215149 - 509
9766.0 - 510       9275.0 - 510
9766.0 - 511       9600.0 - 511
9765.0 - 512       9603.0 - 512
9744.0 - 513       2499.297687049349 - 513
9756.0 - 514       9608.0 - 514
9749.0 - 515       2499.5538900785155 - 515
9756.0 - 516       9665.0 - 516
9756.0 - 517       9690.0 - 517
9756.0 - 518       9733.0 - 518
9756.0 - 519       2499.511671061627 - 519
9756.0 - 520       9262.0 - 520
9762.0 - 521       9746.0 - 521
9762.0 - 522       9746.0 - 522
9762.0 - 523       2496.973083729161 - 523
9763.0 - 524       9737.0 - 524
9763.0 - 525       2499.5538502721515 - 525
9763.0 - 526       2499.3011554230343 - 526
9763.0 - 527       2499.5531325408883 - 527
9763.0 - 528       9747.0 - 528
9763.0 - 529       9735.0 - 529
9763.0 - 530       9650.0 - 530
9767.0 - 531       6334.0 - 531
9767.0 - 532       9741.0 - 532
9767.0 - 533       9747.0 - 533
9767.0 - 534       9278.0 - 534
9767.0 - 535       7810.0 - 535
9767.0 - 536       9278.0 - 536
9767.0 - 537       9751.0 - 537
9767.0 - 538       7812.0 - 538
9767.0 - 539       9725.0 - 539
9767.0 - 540       9708.0 - 540
9767.0 - 541       9710.0 - 541
9767.0 - 542       9605.0 - 542
9767.0 - 543       9593.0 - 543
9748.0 - 544       8770.0 - 544
9747.0 - 545       8770.0 - 545
9736.0 - 546       9235.0 - 546
9750.0 - 547       9712.0 - 547
9753.0 - 548       2497.0674486803523 - 548
9762.0 - 549       2499.300568870652 - 549
9767.0 - 550       9270.0 - 550
9767.0 - 551       9270.0 - 551
9767.0 - 552       9735.0 - 552
9767.0 - 553       9747.0 - 553
9767.0 - 554       9747.0 - 554
9767.0 - 555       9767.0 - 555
9767.0 - 556       9758.0 - 556
9767.0 - 557       9277.0 - 557
9767.0 - 558       9765.0 - 558
9767.0 - 559       2499.107780157031 - 559
9767.0 - 560       7799.0 - 560
9767.0 - 561       6329.0 - 561
9767.0 - 562       7799.0 - 562
9761.0 - 563       7799.0 - 563
9767.0 - 564       2499.5120523079927 - 564
9767.0 - 565       7304.0 - 565
9767.0 - 566       9748.0 - 566
9767.0 - 567       9753.0 - 567
9767.0 - 568       9761.0 - 568
9767.0 - 569       9767.0 - 569
9767.0 - 570       9767.0 - 570
9767.0 - 571       9736.0 - 571
9767.0 - 572       9736.0 - 572
9767.0 - 573       9734.0 - 573
9767.0 - 574       9744.0 - 574
9767.0 - 575       9755.0 - 575
9767.0 - 576       9737.0 - 576
9767.0 - 577       9746.0 - 577
9767.0 - 578       9726.0 - 578
9767.0 - 579       9745.0 - 579
9767.0 - 580       9739.0 - 580
9767.0 - 581       9744.0 - 581
9767.0 - 582       9744.0 - 582
9767.0 - 583       9270.0 - 583
9767.0 - 584       9697.0 - 584
9767.0 - 585       9708.0 - 585
9767.0 - 586       2499.553252323088 - 586
9767.0 - 587       8786.0 - 587
9767.0 - 588       8786.0 - 588
9767.0 - 589       9665.0 - 589
9767.0 - 590       9747.0 - 590
9767.0 - 591       9747.0 - 591
9767.0 - 592       9747.0 - 592
9767.0 - 593       9650.0 - 593
9767.0 - 594       9650.0 - 594
9767.0 - 595       9767.0 - 595
9767.0 - 596       9766.0 - 596
9767.0 - 597       9755.0 - 597
9767.0 - 598       9757.0 - 598
9767.0 - 599       9757.0 - 599
9767.0 - 600       9759.0 - 600
9767.0 - 601       9751.0 - 601
9767.0 - 602       9727.0 - 602
9767.0 - 603       9720.0 - 603
9767.0 - 604       9740.0 - 604
9767.0 - 605       2499.3016109507403 - 605
9767.0 - 606       9644.0 - 606
9767.0 - 607       9727.0 - 607
9767.0 - 608       2499.5119094103866 - 608
9767.0 - 609       9695.0 - 609
9767.0 - 610       2499.511384735659 - 610
9767.0 - 611       9732.0 - 611
9767.0 - 612       2499.5123854105714 - 612
9767.0 - 613       9636.0 - 613
9767.0 - 614       9631.0 - 614
9767.0 - 615       2476.733780760627 - 615
9767.0 - 616       9260.0 - 616
9767.0 - 617       9747.0 - 617
9762.0 - 618       2499.5539298777767 - 618
9762.0 - 619       9638.0 - 619
9762.0 - 620       9638.0 - 620
9762.0 - 621       9681.0 - 621
9762.0 - 622       9735.0 - 622
9767.0 - 623       2500.0 - 623
9767.0 - 624       9739.0 - 624
9767.0 - 625       9275.0 - 625
9762.0 - 626       9252.0 - 626
9762.0 - 627       2499.179116729601 - 627
9762.0 - 628       9725.0 - 628
9762.0 - 629       2479.2751438750342 - 629
9755.0 - 630       2476.8335181371776 - 630
9756.0 - 631       9244.0 - 631
9749.0 - 632       9244.0 - 632
9749.0 - 633       9665.0 - 633
9738.0 - 634       8769.0 - 634
9747.0 - 635       2497.0327583478397 - 635
9751.0 - 636       2500.0 - 636
9734.0 - 637       2499.766660444279 - 637
9745.0 - 638       2499.7666386633064 - 638
9741.0 - 639       2499.512004684755 - 639
9757.0 - 640       2473.8399519684367 - 640
9762.0 - 641       9665.0 - 641
9762.0 - 642       2497.556446095201 - 642
9762.0 - 643       9629.0 - 643
9762.0 - 644       9266.0 - 644
9762.0 - 645       9278.0 - 645
9762.0 - 646       9716.0 - 646
9762.0 - 647       9747.0 - 647
9762.0 - 648       7804.0 - 648
9767.0 - 649       2499.766791044776 - 649
9767.0 - 650       2499.1784423266513 - 650
9767.0 - 651       9724.0 - 651
9767.0 - 652       2499.3016109507403 - 652
9767.0 - 653       9278.0 - 653
9767.0 - 654       2497.7973568281936 - 654
9767.0 - 655       2499.51119366507 - 655
9767.0 - 656       8287.0 - 656
9767.0 - 657       8287.0 - 657
9767.0 - 658       8287.0 - 658
9767.0 - 659       2499.3016109507403 - 659
9767.0 - 660       9254.0 - 660
9762.0 - 661       2499.3005036373806 - 661
9762.0 - 662       2499.301090299133 - 662
9762.0 - 663       2499.766573295985 - 663
9762.0 - 664       9637.0 - 664
9762.0 - 665       2499.301090299133 - 665
9762.0 - 666       2498.4564725252108 - 666
9762.0 - 667       2500.0 - 667
9748.0 - 668       9709.0 - 668
9757.0 - 669       9611.0 - 669
9757.0 - 670       9621.0 - 670
9762.0 - 671       2499.76644245142 - 671
9762.0 - 672       9608.0 - 672
9762.0 - 673       9604.0 - 673
9762.0 - 674       8634.0 - 674
9747.0 - 675       2499.298081422555 - 675
9751.0 - 676       2475.3873812173615 - 676
9751.0 - 677       9222.0 - 677
9751.0 - 678       9595.0 - 678
9761.0 - 679       2475.8340461933276 - 679
9761.0 - 680       2500.0 - 680
9752.0 - 681       9602.0 - 681
9752.0 - 682       9697.0 - 682
9756.0 - 683       9697.0 - 683
9762.0 - 684       9697.0 - 684
9765.0 - 685       9746.0 - 685
9765.0 - 686       9741.0 - 686
9765.0 - 687       9719.0 - 687
9765.0 - 688       2499.766573295985 - 688
9762.0 - 689       9264.0 - 689
9762.0 - 690       2498.768574008702 - 690
9757.0 - 691       9682.0 - 691
9760.0 - 692       2497.4257765574052 - 692
9757.0 - 693       9632.0 - 693
9754.0 - 694       9626.0 - 694
9746.0 - 695       9623.0 - 695
9746.0 - 696       9614.0 - 696
9749.0 - 697       2497.543984995981 - 697
9756.0 - 698       2497.7956304496915 - 698
9757.0 - 699       9741.0 - 699
9763.0 - 700       9746.0 - 700
9763.0 - 701       9278.0 - 701
9763.0 - 702       2499.108813831209 - 702
9763.0 - 703       2478.8754639500908 - 703
9763.0 - 704       9278.0 - 704
9763.0 - 705       2500.0 - 705
9763.0 - 706       9272.0 - 706
9763.0 - 707       9717.0 - 707
9763.0 - 708       9717.0 - 708
9763.0 - 709       2499.51171875 - 709
9763.0 - 710       9741.0 - 710
9763.0 - 711       8781.0 - 711
9763.0 - 712       8781.0 - 712
9763.0 - 713       9641.0 - 713
9763.0 - 714       9665.0 - 714
9763.0 - 715       2500.0 - 715
9763.0 - 716       2477.5525910723445 - 716
9763.0 - 717       9607.0 - 717
9762.0 - 718       9610.0 - 718
9762.0 - 719       9686.0 - 719
9754.0 - 720       9252.0 - 720
9762.0 - 721       9683.0 - 721
9762.0 - 722       9692.0 - 722
9762.0 - 723       9250.0 - 723
9762.0 - 724       9237.0 - 724
9762.0 - 725       9604.0 - 725
9751.0 - 726       2476.7836413965533 - 726
9743.0 - 727       2499.299850634802 - 727
9750.0 - 728       9665.0 - 728
9750.0 - 729       9708.0 - 729
9756.0 - 730       9714.0 - 730
9758.0 - 731       2499.3000466635563 - 731
9758.0 - 732       2500.0 - 732
9758.0 - 733       2499.5120523079927 - 733
9758.0 - 734       2499.3007644974828 - 734
9758.0 - 735       2499.1071428571427 - 735
9758.0 - 736       9267.0 - 736
9758.0 - 737       8777.0 - 737
9758.0 - 738       8777.0 - 738
9758.0 - 739       2499.3012205347995 - 739
