9735.0 - 1       2482.122149207576 - 1
9767.0 - 92       9720.0 - 92
9767.0 - 93       2500.0000000000005 - 93
9767.0 - 94       2499.3016759776533 - 94
9767.0 - 95       2499.10897264546 - 95
9767.0 - 96       2499.3581514762514 - 96
9767.0 - 97       9744.0 - 97
9767.0 - 98       9253.0 - 98
9765.0 - 99       9714.0 - 99
9765.0 - 100       9704.0 - 100
9767.0 - 101       9736.0 - 101
9767.0 - 102       2499.1090520313614 - 102
9767.0 - 103       9718.0 - 103
9767.0 - 104       9737.0 - 104
9767.0 - 105       9266.0 - 105
9767.0 - 106       9266.0 - 106
9767.0 - 107       9278.0 - 107
9767.0 - 108       9279.0 - 108
9767.0 - 109       9274.0 - 109
9767.0 - 110       8762.0 - 110
9767.0 - 111       9744.0 - 111
9767.0 - 112       9625.0 - 112
9767.0 - 113       9746.0 - 113
9767.0 - 114       9686.0 - 114
9767.0 - 115       9716.0 - 115
9767.0 - 116       9734.0 - 116
9767.0 - 117       9270.0 - 117
9767.0 - 118       9270.0 - 118
9767.0 - 119       9278.0 - 119
9767.0 - 120       9746.0 - 120
9767.0 - 121       9277.0 - 121
9762.0 - 122       8787.0 - 122
9767.0 - 123       9278.0 - 123
9767.0 - 124       2499.7667475275234 - 124
9767.0 - 125       9727.0 - 125
9767.0 - 126       9762.0 - 126
9767.0 - 127       9736.0 - 127
9767.0 - 128       2499.5123854105714 - 128
9767.0 - 129       8789.0 - 129
9767.0 - 130       9767.0 - 130
9767.0 - 131       9767.0 - 131
9767.0 - 132       2499.766921499161 - 132
9767.0 - 133       2499.766921499161 - 133
9767.0 - 134       9252.0 - 134
9767.0 - 135       9252.0 - 135
9767.0 - 136       9252.0 - 136
9767.0 - 137       9252.0 - 137
9767.0 - 138       9737.0 - 138
9767.0 - 139       9639.0 - 139
9767.0 - 140       9650.0 - 140
9767.0 - 141       9761.0 - 141
9767.0 - 142       9704.0 - 142
9767.0 - 143       9737.0 - 143
9767.0 - 144       9665.0 - 144
9767.0 - 145       2917.0 - 145
9767.0 - 146       7761.0 - 146
9767.0 - 147       7761.0 - 147
9767.0 - 148       7761.0 - 148
9767.0 - 149       8243.0 - 149
9760.0 - 150       8243.0 - 150
9760.0 - 151       8243.0 - 151
9760.0 - 152       9233.0 - 152
9760.0 - 153       2499.1768192295026 - 153
9760.0 - 154       2499.5524124966432 - 154
9760.0 - 155       9122.0 - 155
9759.0 - 156       9597.0 - 156
9759.0 - 157       2499.7666822211854 - 157
9753.0 - 158       9136.0 - 158
9753.0 - 159       9593.0 - 159
9752.0 - 160       9573.0 - 160
9759.0 - 161       2499.5523724261416 - 161
9753.0 - 162       2475.9210772395736 - 162
9759.0 - 163       8293.0 - 163
9756.0 - 164       8293.0 - 164
9761.0 - 165       2499.0109977055145 - 165
9761.0 - 166       9604.0 - 166
9750.0 - 167       8771.0 - 167
9750.0 - 168       2499.300960014913 - 168
9752.0 - 169       2497.3233404710923 - 169
9752.0 - 170       2499.013105952945 - 170
9754.0 - 171       2499.301090299133 - 171
9759.0 - 172       9633.0 - 172
9762.0 - 173       9665.0 - 173
9752.0 - 174       9567.0 - 174
9754.0 - 175       9612.0 - 175
9762.0 - 176       2475.5133602543174 - 176
9762.0 - 177       2499.1076209173657 - 177
9762.0 - 178       9675.0 - 178
9762.0 - 179       9268.0 - 179
9762.0 - 180       2499.3585906097665 - 180
9762.0 - 181       9748.0 - 181
9762.0 - 182       9744.0 - 182
9762.0 - 183       9744.0 - 183
9762.0 - 184       9278.0 - 184
9762.0 - 185       9642.0 - 185
9762.0 - 186       2499.1791841090044 - 186
9767.0 - 187       2499.1791841090044 - 187
9767.0 - 188       9746.0 - 188
9767.0 - 189       9751.0 - 189
9767.0 - 190       9643.0 - 190
9767.0 - 191       9626.0 - 191
9767.0 - 192       9744.0 - 192
9767.0 - 193       9608.0 - 193
9767.0 - 194       9744.0 - 194
9767.0 - 195       2499.3012205347995 - 195
9767.0 - 196       9256.0 - 196
9767.0 - 197       2499.3016109507403 - 197
9767.0 - 198       9599.0 - 198
9767.0 - 199       9271.0 - 199
9767.0 - 200       9146.0 - 200
9767.0 - 201       9736.0 - 201
9767.0 - 202       9740.0 - 202
9767.0 - 203       9277.0 - 203
9767.0 - 204       9282.0 - 204
9767.0 - 205       9277.0 - 205
9767.0 - 206       9755.0 - 206
9767.0 - 207       2498.769180274063 - 207
9767.0 - 208       2499.5539696699375 - 208
9767.0 - 209       2500.0 - 209
9767.0 - 210       8744.0 - 210
9767.0 - 211       9222.0 - 211
9767.0 - 212       9685.0 - 212
9767.0 - 213       2499.1092107607337 - 213
9767.0 - 214       2478.5955379929205 - 214
9767.0 - 215       9589.0 - 215
9767.0 - 216       9584.0 - 216
9767.0 - 217       2499.1077005443026 - 217
9767.0 - 218       9704.0 - 218
9767.0 - 219       9219.0 - 219
9767.0 - 220       7796.0 - 220
9767.0 - 221       9703.0 - 221
9767.0 - 222       2499.3005036373806 - 222
9767.0 - 223       9721.0 - 223
9767.0 - 224       9237.0 - 224
9767.0 - 225       8757.0 - 225
9767.0 - 226       9704.0 - 226
9767.0 - 227       9256.0 - 227
9767.0 - 228       9719.0 - 228
9767.0 - 229       9728.0 - 229
9767.0 - 230       2499.357381543998 - 230
9767.0 - 231       2499.3016109507403 - 231
9764.0 - 232       9744.0 - 232
9762.0 - 233       2499.300960014913 - 233
9767.0 - 234       9640.0 - 234
9767.0 - 235       8776.0 - 235
9767.0 - 236       9264.0 - 236
9767.0 - 237       9648.0 - 237
9767.0 - 238       9278.0 - 238
9767.0 - 239       9636.0 - 239
9767.0 - 240       9647.0 - 240
9767.0 - 241       9760.0 - 241
9767.0 - 242       9767.0 - 242
9767.0 - 243       9767.0 - 243
9767.0 - 244       9737.0 - 244
9767.0 - 245       8784.0 - 245
9767.0 - 246       9767.0 - 246
9767.0 - 247       6829.0 - 247
9767.0 - 248       2499.3011554230343 - 248
9767.0 - 249       9742.0 - 249
9767.0 - 250       9740.0 - 250
9767.0 - 251       9767.0 - 251
9767.0 - 252       9688.0 - 252
9767.0 - 253       9688.0 - 253
9767.0 - 254       9665.0 - 254
9767.0 - 255       7275.0 - 255
9767.0 - 256       9736.0 - 256
9767.0 - 257       9756.0 - 257
9767.0 - 258       9755.0 - 258
9767.0 - 259       9736.0 - 259
9767.0 - 260       9720.0 - 260
9767.0 - 261       9749.0 - 261
9767.0 - 262       9723.0 - 262
9767.0 - 263       9740.0 - 263
9767.0 - 264       8767.0 - 264
9767.0 - 265       8767.0 - 265
9767.0 - 266       9739.0 - 266
9767.0 - 267       9734.0 - 267
9767.0 - 268       9650.0 - 268
9767.0 - 269       9743.0 - 269
9767.0 - 270       9738.0 - 270
9767.0 - 271       9744.0 - 271
9767.0 - 272       9767.0 - 272
9767.0 - 273       9758.0 - 273
9767.0 - 274       9767.0 - 274
9767.0 - 275       9767.0 - 275
9767.0 - 276       9733.0 - 276
9767.0 - 277       9733.0 - 277
9767.0 - 278       9736.0 - 278
9767.0 - 279       9696.0 - 279
9767.0 - 280       9718.0 - 280
9767.0 - 281       9733.0 - 281
9767.0 - 282       9643.0 - 282
9767.0 - 283       8770.0 - 283
9767.0 - 284       8770.0 - 284
9767.0 - 285       8770.0 - 285
9767.0 - 286       9729.0 - 286
9759.0 - 287       9723.0 - 287
9759.0 - 288       9712.0 - 288
9738.0 - 289       9712.0 - 289
9748.0 - 290       9604.0 - 290
9749.0 - 291       9609.0 - 291
9744.0 - 292       9639.0 - 292
9744.0 - 293       9665.0 - 293
9763.0 - 294       8279.0 - 294
9763.0 - 295       9612.0 - 295
9763.0 - 296       9631.0 - 296
9763.0 - 297       8765.0 - 297
9763.0 - 298       9613.0 - 298
9763.0 - 299       2499.5123854105714 - 299
9763.0 - 300       2496.970544369873 - 300
9767.0 - 301       6324.0 - 301
9763.0 - 302       7797.0 - 302
9765.0 - 303       9258.0 - 303
9764.0 - 304       9255.0 - 304
9764.0 - 305       9258.0 - 305
9767.0 - 306       9754.0 - 306
9767.0 - 307       9760.0 - 307
9767.0 - 308       9759.0 - 308
9767.0 - 309       9639.0 - 309
9767.0 - 310       9282.0 - 310
9767.0 - 311       9282.0 - 311
9767.0 - 312       9766.0 - 312
9767.0 - 313       9763.0 - 313
9767.0 - 314       9752.0 - 314
9767.0 - 315       9760.0 - 315
9767.0 - 316       9761.0 - 316
9767.0 - 317       9767.0 - 317
9767.0 - 318       9282.0 - 318
9767.0 - 319       2478.2519491177677 - 319
9767.0 - 320       8791.0 - 320
9767.0 - 321       9638.0 - 321
9767.0 - 322       9133.0 - 322
9767.0 - 323       9640.0 - 323
9767.0 - 324       9738.0 - 324
9767.0 - 325       9738.0 - 325
9767.0 - 326       9732.0 - 326
9762.0 - 327       9727.0 - 327
9762.0 - 328       9736.0 - 328
9762.0 - 329       7802.0 - 329
9762.0 - 330       9752.0 - 330
9763.0 - 331       9752.0 - 331
9763.0 - 332       9725.0 - 332
9762.0 - 333       9752.0 - 333
9767.0 - 334       2499.300960014913 - 334
9767.0 - 335       9737.0 - 335
9767.0 - 336       2499.3016109507403 - 336
9767.0 - 337       9749.0 - 337
9767.0 - 338       9742.0 - 338
9767.0 - 339       9746.0 - 339
9767.0 - 340       9642.0 - 340
9767.0 - 341       9749.0 - 341
9762.0 - 342       2480.3511091523433 - 342
9767.0 - 343       2474.5694655126263 - 343
9767.0 - 344       9626.0 - 344
9767.0 - 345       9706.0 - 345
9767.0 - 346       2499.301090299133 - 346
9767.0 - 347       8773.0 - 347
9767.0 - 348       8773.0 - 348
9767.0 - 349       9748.0 - 349
9767.0 - 350       2499.512337852336 - 350
9767.0 - 351       9728.0 - 351
9767.0 - 352       2499.512337852336 - 352
9767.0 - 353       9746.0 - 353
9767.0 - 354       2499.7667039940275 - 354
9767.0 - 355       2499.5540492329646 - 355
9767.0 - 356       9762.0 - 356
9767.0 - 357       9746.0 - 357
9767.0 - 358       9737.0 - 358
9767.0 - 359       9746.0 - 359
9767.0 - 360       9734.0 - 360
9767.0 - 361       9743.0 - 361
9767.0 - 362       2499.5123854105714 - 362
9767.0 - 363       9632.0 - 363
9767.0 - 364       9767.0 - 364
9767.0 - 365       9733.0 - 365
9767.0 - 366       9717.0 - 366
9767.0 - 367       9717.0 - 367
9767.0 - 368       9713.0 - 368
9767.0 - 369       9729.0 - 369
9767.0 - 370       9708.0 - 370
9767.0 - 371       9618.0 - 371
9767.0 - 372       9246.0 - 372
9767.0 - 373       9258.0 - 373
9754.0 - 374       2499.510379945162 - 374
9755.0 - 375       9583.0 - 375
9720.0 - 376       8632.0 - 376
9723.0 - 377       9590.0 - 377
9756.0 - 378       2499.7660490361222 - 378
9750.0 - 379       9681.0 - 379
9752.0 - 380       9684.0 - 380
9752.0 - 381       9682.0 - 381
9752.0 - 382       8726.0 - 382
9753.0 - 383       2497.662459093034 - 383
9752.0 - 384       2499.512004684755 - 384
9752.0 - 385       2500.0 - 385
9752.0 - 386       2499.553651133726 - 386
9767.0 - 387       2473.4361610968294 - 387
9767.0 - 388       2499.5531325408883 - 388
9763.0 - 389       8777.0 - 389
9760.0 - 390       9629.0 - 390
9762.0 - 391       2499.5112414467258 - 391
9750.0 - 392       2497.0657276995307 - 392
9760.0 - 393       2498.7687761635066 - 393
9760.0 - 394       2499.108893245411 - 394
9762.0 - 395       2498.7694831829367 - 395
9762.0 - 396       7814.0 - 396
9762.0 - 397       2479.8018292682927 - 397
9762.0 - 398       9626.0 - 398
9762.0 - 399       9610.0 - 399
9762.0 - 400       9230.0 - 400
9762.0 - 401       9597.0 - 401
9762.0 - 402       9694.0 - 402
9762.0 - 403       9694.0 - 403
9762.0 - 404       6814.0 - 404
9762.0 - 405       9636.0 - 405
9747.0 - 406       9615.0 - 406
9749.0 - 407       2499.3561679114086 - 407
9749.0 - 408       9597.0 - 408
9756.0 - 409       2499.1071428571427 - 409
9756.0 - 410       9250.0 - 410
9756.0 - 411       9716.0 - 411
9756.0 - 412       2497.2022754826075 - 412
9756.0 - 413       9712.0 - 413
9756.0 - 414       9248.0 - 414
9756.0 - 415       9693.0 - 415
9756.0 - 416       9701.0 - 416
9749.0 - 417       9590.0 - 417
9749.0 - 418       9604.0 - 418
9749.0 - 419       2497.795198432141 - 419
9749.0 - 420       2499.355780793678 - 420
9749.0 - 421       9671.0 - 421
9752.0 - 422       9665.0 - 422
9750.0 - 423       2498.768169499877 - 423
9750.0 - 424       9587.0 - 424
9750.0 - 425       7789.0 - 425
9750.0 - 426       2497.652582159624 - 426
9750.0 - 427       2497.7906520031424 - 427
9750.0 - 428       9560.0 - 428
9747.0 - 429       2498.92722279437 - 429
9747.0 - 430       8754.0 - 430
9747.0 - 431       9680.0 - 431
9747.0 - 432       9694.0 - 432
9753.0 - 433       2499.3579316839314 - 433
9752.0 - 434       9696.0 - 434
9753.0 - 435       2499.7663988039617 - 435
9753.0 - 436       2499.766595089161 - 436
9752.0 - 437       2499.766595089161 - 437
9752.0 - 438       9617.0 - 438
9752.0 - 439       9707.0 - 439
9752.0 - 440       9704.0 - 440
9752.0 - 441       2499.301090299133 - 441
9763.0 - 442       9632.0 - 442
9763.0 - 443       2499.5115279406014 - 443
9764.0 - 444       2497.0691676436104 - 444
9766.0 - 445       2499.178577295876 - 445
9760.0 - 446       2499.51119366507 - 446
9762.0 - 447       2499.512099921936 - 447
9762.0 - 448       9629.0 - 448
9762.0 - 449       8301.0 - 449
9756.0 - 450       9625.0 - 450
9762.0 - 451       6813.0 - 451
9762.0 - 452       2497.6600524148257 - 452
9750.0 - 453       9614.0 - 453
9743.0 - 454       9216.0 - 454
9738.0 - 455       9597.0 - 455
9734.0 - 456       9692.0 - 456
9734.0 - 457       9687.0 - 457
9725.0 - 458       2499.5523724261416 - 458
9741.0 - 459       2499.3574366004113 - 459
9729.0 - 460       9588.0 - 460
9738.0 - 461       9595.0 - 461
9729.0 - 462       9680.0 - 462
9733.0 - 463       2499.766158451034 - 463
9739.0 - 464       9680.0 - 464
9745.0 - 465       2497.2004479283314 - 465
9756.0 - 466       9622.0 - 466
9760.0 - 467       2497.7939013628784 - 467
9760.0 - 468       2500.0000000000005 - 468
9760.0 - 469       2499.511432479969 - 469
9760.0 - 470       8770.0 - 470
9757.0 - 471       9266.0 - 471
9754.0 - 472       2497.3197534173146 - 472
9762.0 - 473       9714.0 - 473
9762.0 - 474       2499.7664860825707 - 474
9762.0 - 475       9710.0 - 475
9762.0 - 476       9736.0 - 476
9762.0 - 477       9635.0 - 477
9766.0 - 478       2499.2999813328356 - 478
9766.0 - 479       9612.0 - 479
9766.0 - 480       2499.3011554230343 - 480
9766.0 - 481       9609.0 - 481
9767.0 - 482       2494.870742716455 - 482
9767.0 - 483       2499.766812797314 - 483
9767.0 - 484       9260.0 - 484
9767.0 - 485       9717.0 - 485
9767.0 - 486       2499.553332142219 - 486
9767.0 - 487       9718.0 - 487
9767.0 - 488       9617.0 - 488
9762.0 - 489       9736.0 - 489
9762.0 - 490       2497.315501757126 - 490
9762.0 - 491       9275.0 - 491
9762.0 - 492       9257.0 - 492
9762.0 - 493       9619.0 - 493
9762.0 - 494       2475.954804370156 - 494
9762.0 - 495       9623.0 - 495
9762.0 - 496       9250.0 - 496
9762.0 - 497       9705.0 - 497
9762.0 - 498       9720.0 - 498
9762.0 - 499       9738.0 - 499
9762.0 - 500       9736.0 - 500
9762.0 - 501       9736.0 - 501
9762.0 - 502       9747.0 - 502
9762.0 - 503       9762.0 - 503
9762.0 - 504       9762.0 - 504
9762.0 - 505       2499.3007644974828 - 505
9762.0 - 506       9739.0 - 506
9762.0 - 507       9712.0 - 507
9762.0 - 508       9705.0 - 508
9762.0 - 509       2498.9326274442833 - 509
9762.0 - 510       9581.0 - 510
9762.0 - 511       9606.0 - 511
9750.0 - 512       9599.0 - 512
9737.0 - 513       9608.0 - 513
9760.0 - 514       9615.0 - 514
9762.0 - 515       8756.0 - 515
9762.0 - 516       8271.0 - 516
9762.0 - 517       9665.0 - 517
9762.0 - 518       2499.5530925992134 - 518
9765.0 - 519       8288.0 - 519
9767.0 - 520       8288.0 - 520
9767.0 - 521       8288.0 - 521
9767.0 - 522       9282.0 - 522
9767.0 - 523       9282.0 - 523
9767.0 - 524       2499.108337048596 - 524
9767.0 - 525       2499.5121475265883 - 525
9767.0 - 526       9282.0 - 526
9767.0 - 527       9282.0 - 527
9767.0 - 528       9282.0 - 528
9767.0 - 529       9282.0 - 529
9767.0 - 530       2500.0 - 530
9767.0 - 531       9665.0 - 531
9767.0 - 532       2499.2999813328356 - 532
9767.0 - 533       2499.01326176192 - 533
9767.0 - 534       9645.0 - 534
9767.0 - 535       9762.0 - 535
9767.0 - 536       9725.0 - 536
9767.0 - 537       9749.0 - 537
9767.0 - 538       9749.0 - 538
9767.0 - 539       9759.0 - 539
9767.0 - 540       9759.0 - 540
9767.0 - 541       9757.0 - 541
9767.0 - 542       2499.5123854105714 - 542
9767.0 - 543       9743.0 - 543
9767.0 - 544       9743.0 - 544
9767.0 - 545       9734.0 - 545
9767.0 - 546       9734.0 - 546
9767.0 - 547       9734.0 - 547
9767.0 - 548       9665.0 - 548
9767.0 - 549       9614.0 - 549
9767.0 - 550       9729.0 - 550
9759.0 - 551       9724.0 - 551
9763.0 - 552       2499.358371118145 - 552
9751.0 - 553       9635.0 - 553
9759.0 - 554       8768.0 - 554
9763.0 - 555       9717.0 - 555
9763.0 - 556       9696.0 - 556
9762.0 - 557       2499.5112892190405 - 557
9763.0 - 558       9716.0 - 558
9763.0 - 559       9716.0 - 559
9763.0 - 560       9278.0 - 560
9767.0 - 561       9732.0 - 561
9767.0 - 562       9762.0 - 562
9767.0 - 563       9759.0 - 563
9767.0 - 564       9648.0 - 564
9767.0 - 565       9767.0 - 565
9767.0 - 566       9272.0 - 566
9767.0 - 567       9767.0 - 567
9767.0 - 568       9767.0 - 568
9767.0 - 569       9767.0 - 569
9767.0 - 570       9767.0 - 570
9767.0 - 571       2474.5626561942163 - 571
9767.0 - 572       2478.235873850197 - 572
9767.0 - 573       2478.235873850197 - 573
9767.0 - 574       9265.0 - 574
9767.0 - 575       9748.0 - 575
9767.0 - 576       9733.0 - 576
9767.0 - 577       9626.0 - 577
9767.0 - 578       9643.0 - 578
9767.0 - 579       9767.0 - 579
9767.0 - 580       2499.7666386633064 - 580
9767.0 - 581       9729.0 - 581
9767.0 - 582       2499.299850634802 - 582
9767.0 - 583       9728.0 - 583
9767.0 - 584       9650.0 - 584
9767.0 - 585       9643.0 - 585
9767.0 - 586       9270.0 - 586
9767.0 - 587       9271.0 - 587
9767.0 - 588       9268.0 - 588
9767.0 - 589       9719.0 - 589
9767.0 - 590       9728.0 - 590
9767.0 - 591       9724.0 - 591
9767.0 - 592       9712.0 - 592
9767.0 - 593       2497.661803217359 - 593
9767.0 - 594       9734.0 - 594
9767.0 - 595       9734.0 - 595
9767.0 - 596       9630.0 - 596
9767.0 - 597       9753.0 - 597
9767.0 - 598       9755.0 - 598
9767.0 - 599       9755.0 - 599
9767.0 - 600       9755.0 - 600
9767.0 - 601       9755.0 - 601
9767.0 - 602       9755.0 - 602
9767.0 - 603       8793.0 - 603
9767.0 - 604       8793.0 - 604
9767.0 - 605       9767.0 - 605
9767.0 - 606       9645.0 - 606
9767.0 - 607       2478.870458135861 - 607
9767.0 - 608       2499.512337852336 - 608
9767.0 - 609       2499.3016109507403 - 609
9767.0 - 610       2499.5540492329646 - 610
9767.0 - 611       9271.0 - 611
9764.0 - 612       2499.3016109507403 - 612
9762.0 - 613       9620.0 - 613
9767.0 - 614       2499.1770224672864 - 614
9754.0 - 615       2499.0117014547754 - 615
9756.0 - 616       8742.0 - 616
9762.0 - 617       9665.0 - 617
9762.0 - 618       2499.2995236761 - 618
9761.0 - 619       9668.0 - 619
9759.0 - 620       9668.0 - 620
9759.0 - 621       9585.0 - 621
9762.0 - 622       9672.0 - 622
9756.0 - 623       9667.0 - 623
9736.0 - 624       9667.0 - 624
9696.0 - 625       8717.0 - 625
9710.0 - 626       9665.0 - 626
9694.0 - 627       8697.0 - 627
9687.0 - 628       9667.0 - 628
9686.0 - 629       9554.0 - 629
9699.0 - 630       9667.0 - 630
9694.0 - 631       9554.0 - 631
9704.0 - 632       2499.765236172411 - 632
9722.0 - 633       9667.0 - 633
9721.0 - 634       9668.0 - 634
9725.0 - 635       9585.0 - 635
9727.0 - 636       2498.8557479594174 - 636
9754.0 - 637       2499.1766158913133 - 637
9767.0 - 638       2497.125256673511 - 638
9754.0 - 639       9578.0 - 639
9754.0 - 640       9665.0 - 640
9756.0 - 641       6831.0 - 641
9760.0 - 642       9665.0 - 642
9754.0 - 643       9665.0 - 643
9743.0 - 644       2475.853338334584 - 644
9725.0 - 645       9578.0 - 645
9725.0 - 646       9580.0 - 646
9713.0 - 647       9227.0 - 647
9730.0 - 648       9665.0 - 648
9737.0 - 649       9672.0 - 649
9735.0 - 650       9676.0 - 650
9752.0 - 651       7761.0 - 651
9754.0 - 652       9665.0 - 652
9754.0 - 653       9614.0 - 653
9755.0 - 654       2497.0745977571914 - 654
9760.0 - 655       9612.0 - 655
9760.0 - 656       9665.0 - 656
9760.0 - 657       2499.51171875 - 657
9760.0 - 658       2499.766856290217 - 658
9767.0 - 659       9604.0 - 659
9767.0 - 660       8248.0 - 660
9767.0 - 661       9714.0 - 661
9767.0 - 662       2498.769281260256 - 662
9767.0 - 663       2499.512337852336 - 663
9767.0 - 664       9726.0 - 664
9767.0 - 665       9738.0 - 665
9767.0 - 666       9742.0 - 666
9767.0 - 667       9624.0 - 667
9767.0 - 668       9665.0 - 668
9762.0 - 669       9665.0 - 669
9762.0 - 670       9667.0 - 670
9762.0 - 671       9667.0 - 671
9762.0 - 672       8773.0 - 672
9762.0 - 673       9742.0 - 673
9762.0 - 674       9638.0 - 674
9762.0 - 675       2498.931715238014 - 675
9762.0 - 676       2497.0760233918127 - 676
9762.0 - 677       2500.0000000000005 - 677
9762.0 - 678       2497.5600234237754 - 678
9762.0 - 679       2499.766595089161 - 679
9762.0 - 680       8766.0 - 680
9762.0 - 681       9733.0 - 681
9762.0 - 682       2497.6696495152873 - 682
9762.0 - 683       9740.0 - 683
9762.0 - 684       9740.0 - 684
9762.0 - 685       9740.0 - 685
9762.0 - 686       9743.0 - 686
9762.0 - 687       2499.3007644974828 - 687
9762.0 - 688       2498.931806528799 - 688
9762.0 - 689       2498.931806528799 - 689
9762.0 - 690       2498.8584474885843 - 690
9762.0 - 691       2499.5122427080287 - 691
9762.0 - 692       9729.0 - 692
9762.0 - 693       9727.0 - 693
9762.0 - 694       9731.0 - 694
9762.0 - 695       9736.0 - 695
9763.0 - 696       9736.0 - 696
9763.0 - 697       2499.1092107607337 - 697
9763.0 - 698       9753.0 - 698
9762.0 - 699       2499.3013507219375 - 699
9762.0 - 700       2498.9314412720123 - 700
9762.0 - 701       9747.0 - 701
9762.0 - 702       9723.0 - 702
9762.0 - 703       9723.0 - 703
9762.0 - 704       9720.0 - 704
9762.0 - 705       9717.0 - 705
9762.0 - 706       9732.0 - 706
9762.0 - 707       9720.0 - 707
9762.0 - 708       2499.5121951219517 - 708
9762.0 - 709       9258.0 - 709
9762.0 - 710       9712.0 - 710
9762.0 - 711       8783.0 - 711
9762.0 - 712       8749.0 - 712
9762.0 - 713       9719.0 - 713
9762.0 - 714       9719.0 - 714
9762.0 - 715       9699.0 - 715
9762.0 - 716       9719.0 - 716
9762.0 - 717       9706.0 - 717
9747.0 - 718       9687.0 - 718
9747.0 - 719       2497.5463735400926 - 719
9752.0 - 720       9690.0 - 720
9752.0 - 721       8774.0 - 721
9752.0 - 722       9711.0 - 722
9752.0 - 723       2499.7661365762397 - 723
9753.0 - 724       9701.0 - 724
9756.0 - 725       9254.0 - 725
9756.0 - 726       2499.177157903398 - 726
9756.0 - 727       8729.0 - 727
9756.0 - 728       2497.231450719823 - 728
9756.0 - 729       2499.7658518310386 - 729
9756.0 - 730       2497.215797138696 - 730
9756.0 - 731       2499.3558914462383 - 731
9756.0 - 732       2499.177090190915 - 732
9756.0 - 733       9213.0 - 733
9756.0 - 734       2499.5531724754246 - 734
9744.0 - 735       2499.30017728842 - 735
9756.0 - 736       8753.0 - 736
9756.0 - 737       9234.0 - 737
9756.0 - 738       2499.3580415989045 - 738
9756.0 - 739       9713.0 - 739
9757.0 - 740       2499.766595089161 - 740
9762.0 - 741       2499.301090299133 - 741
