9729.0 - 1       2481.434822967776 - 1
9767.0 - 76       2478.6113853241195 - 76
9767.0 - 77       2477.183249821045 - 77
9758.0 - 78       2476.010966415353 - 78
9758.0 - 79       2497.6663866330628 - 79
9758.0 - 80       2500.0 - 80
9758.0 - 81       9694.0 - 81
9758.0 - 82       9692.0 - 82
9760.0 - 83       9240.0 - 83
9760.0 - 84       9590.0 - 84
9760.0 - 85       2499.358261315992 - 85
9760.0 - 86       8769.0 - 86
9760.0 - 87       9735.0 - 87
9760.0 - 88       9736.0 - 88
9760.0 - 89       9741.0 - 89
9760.0 - 90       9742.0 - 90
9765.0 - 91       9735.0 - 91
9765.0 - 92       9742.0 - 92
9765.0 - 93       9749.0 - 93
9765.0 - 94       9275.0 - 94
9759.0 - 95       9611.0 - 95
9762.0 - 96       8771.0 - 96
9762.0 - 97       8291.0 - 97
9762.0 - 98       2499.553651133726 - 98
9762.0 - 99       2500.0 - 99
9762.0 - 100       2497.4291857530147 - 100
9762.0 - 101       9253.0 - 101
9762.0 - 102       9624.0 - 102
9763.0 - 103       9752.0 - 103
9767.0 - 104       9747.0 - 104
9767.0 - 105       9762.0 - 105
9767.0 - 106       9762.0 - 106
9767.0 - 107       9756.0 - 107
9767.0 - 108       9745.0 - 108
9767.0 - 109       9756.0 - 109
9767.0 - 110       8787.0 - 110
9767.0 - 111       2476.3316045114025 - 111
9767.0 - 112       2499.3013507219375 - 112
9767.0 - 113       2497.313141182218 - 113
9767.0 - 114       7202.0 - 114
9767.0 - 115       9762.0 - 115
9767.0 - 116       9728.0 - 116
9767.0 - 117       9760.0 - 117
9767.0 - 118       9760.0 - 118
9767.0 - 119       9760.0 - 119
9767.0 - 120       9756.0 - 120
9767.0 - 121       9746.0 - 121
9767.0 - 122       9745.0 - 122
9767.0 - 123       9637.0 - 123
9767.0 - 124       9640.0 - 124
9767.0 - 125       2498.930892918235 - 125
9767.0 - 126       9735.0 - 126
9767.0 - 127       9742.0 - 127
9762.0 - 128       8280.0 - 128
9762.0 - 129       9709.0 - 129
9762.0 - 130       2499.5535315653183 - 130
9759.0 - 131       9268.0 - 131
9760.0 - 132       9728.0 - 132
9760.0 - 133       9716.0 - 133
9762.0 - 134       2477.4852045629987 - 134
9762.0 - 135       9744.0 - 135
9762.0 - 136       9744.0 - 136
9762.0 - 137       9642.0 - 137
9762.0 - 138       2499.3016109507403 - 138
9762.0 - 139       8766.0 - 139
9762.0 - 140       2499.766812797314 - 140
9762.0 - 141       2499.301415797317 - 141
9762.0 - 142       8271.0 - 142
9762.0 - 143       8747.0 - 143
9762.0 - 144       9270.0 - 144
9764.0 - 145       9645.0 - 145
9767.0 - 146       2499.108813831209 - 146
9767.0 - 147       2499.5123854105714 - 147
9767.0 - 148       9748.0 - 148
9767.0 - 149       9760.0 - 149
9767.0 - 150       9762.0 - 150
9767.0 - 151       9272.0 - 151
9767.0 - 152       8786.0 - 152
9767.0 - 153       2499.512337852336 - 153
9767.0 - 154       2497.0760233918127 - 154
9767.0 - 155       9753.0 - 155
9767.0 - 156       9753.0 - 156
9767.0 - 157       9754.0 - 157
9767.0 - 158       9728.0 - 158
9767.0 - 159       9731.0 - 159
9767.0 - 160       9748.0 - 160
9767.0 - 161       9748.0 - 161
9767.0 - 162       9749.0 - 162
9767.0 - 163       9749.0 - 163
9767.0 - 164       2499.3016109507403 - 164
9767.0 - 165       2499.3016109507403 - 165
9767.0 - 166       9272.0 - 166
9767.0 - 167       2499.5123854105714 - 167
9767.0 - 168       2499.3588099512694 - 168
9767.0 - 169       2479.2555713608344 - 169
9767.0 - 170       2479.6302636083533 - 170
9767.0 - 171       2478.6025841494525 - 171
9767.0 - 172       2479.821822888906 - 172
9767.0 - 173       2498.617693522907 - 173
9767.0 - 174       2495.3028540753335 - 174
9767.0 - 175       2499.5123854105714 - 175
9767.0 - 176       8278.0 - 176
9767.0 - 177       9618.0 - 177
9767.0 - 178       9612.0 - 178
9767.0 - 179       2478.5460846604506 - 179
9767.0 - 180       2498.3499559988268 - 180
9767.0 - 181       2498.478045810821 - 181
9767.0 - 182       2476.673246007536 - 182
9767.0 - 183       2498.455730954015 - 183
9723.0 - 184       2478.798446540382 - 184
9766.0 - 185       2477.1279935420216 - 185
9745.0 - 186       2498.7133299022125 - 186
9745.0 - 187       9622.0 - 187
9755.0 - 188       2500.0 - 188
9761.0 - 189       2499.51171875 - 189
9766.0 - 190       9623.0 - 190
9766.0 - 191       9634.0 - 191
9767.0 - 192       9705.0 - 192
9766.0 - 193       9605.0 - 193
9767.0 - 194       2499.512099921936 - 194
9767.0 - 195       9753.0 - 195
9767.0 - 196       2499.5528927836895 - 196
9767.0 - 197       9755.0 - 197
9767.0 - 198       9767.0 - 198
9767.0 - 199       9767.0 - 199
9767.0 - 200       9744.0 - 200
9767.0 - 201       9754.0 - 201
9767.0 - 202       9767.0 - 202
9767.0 - 203       9767.0 - 203
9767.0 - 204       9763.0 - 204
9767.0 - 205       9635.0 - 205
9767.0 - 206       2499.7667692881796 - 206
9767.0 - 207       9739.0 - 207
9767.0 - 208       9665.0 - 208
9767.0 - 209       2497.9122502730133 - 209
9767.0 - 210       9716.0 - 210
9767.0 - 211       9730.0 - 211
9767.0 - 212       9624.0 - 212
9767.0 - 213       2499.512337852336 - 213
9767.0 - 214       2499.1090520313614 - 214
9767.0 - 215       9728.0 - 215
9767.0 - 216       9734.0 - 216
9767.0 - 217       8774.0 - 217
9753.0 - 218       2498.9282345880138 - 218
9760.0 - 219       9224.0 - 219
9760.0 - 220       8639.0 - 220
9760.0 - 221       2478.153913937436 - 221
9760.0 - 222       9594.0 - 222
9760.0 - 223       9718.0 - 223
9760.0 - 224       8779.0 - 224
9762.0 - 225       9641.0 - 225
9762.0 - 226       9745.0 - 226
9762.0 - 227       9755.0 - 227
9762.0 - 228       9729.0 - 228
9762.0 - 229       9748.0 - 229
9763.0 - 230       8786.0 - 230
9763.0 - 231       9639.0 - 231
9763.0 - 232       9752.0 - 232
9763.0 - 233       9762.0 - 233
9767.0 - 234       8766.0 - 234
9767.0 - 235       9277.0 - 235
9767.0 - 236       9739.0 - 236
9767.0 - 237       9275.0 - 237
9767.0 - 238       9745.0 - 238
9767.0 - 239       9665.0 - 239
9767.0 - 240       2500.0 - 240
9767.0 - 241       9722.0 - 241
9767.0 - 242       9744.0 - 242
9767.0 - 243       2497.3257265109646 - 243
9767.0 - 244       2499.5540492329646 - 244
9767.0 - 245       2499.7667039940275 - 245
9767.0 - 246       2499.766311460086 - 246
9757.0 - 247       2497.4291857530147 - 247
9757.0 - 248       2499.299392807099 - 248
9763.0 - 249       9615.0 - 249
9763.0 - 250       2496.956554820056 - 250
9763.0 - 251       2476.7691208005717 - 251
9763.0 - 252       9617.0 - 252
9763.0 - 253       9566.0 - 253
9763.0 - 254       9566.0 - 254
9706.0 - 255       9221.0 - 255
9725.0 - 256       9575.0 - 256
9743.0 - 257       2499.5526527690795 - 257
9746.0 - 258       2476.696244510173 - 258
9746.0 - 259       2497.54950009802 - 259
9767.0 - 260       9233.0 - 260
9749.0 - 261       2499.10746162085 - 261
9749.0 - 262       2497.03557312253 - 262
9749.0 - 263       8263.0 - 263
9754.0 - 264       9246.0 - 264
9754.0 - 265       9685.0 - 265
9754.0 - 266       9705.0 - 266
9754.0 - 267       9681.0 - 267
9754.0 - 268       9700.0 - 268
9754.0 - 269       2499.5114802149487 - 269
9754.0 - 270       9718.0 - 270
9754.0 - 271       2499.3007644974828 - 271
9754.0 - 272       9665.0 - 272
9754.0 - 273       9695.0 - 273
9754.0 - 274       9698.0 - 274
9754.0 - 275       8780.0 - 275
9754.0 - 276       9706.0 - 276
9756.0 - 277       9721.0 - 277
9756.0 - 278       9752.0 - 278
9757.0 - 279       9269.0 - 279
9761.0 - 280       9728.0 - 280
9761.0 - 281       9687.0 - 281
9761.0 - 282       8298.0 - 282
9762.0 - 283       7791.0 - 283
9762.0 - 284       9637.0 - 284
9762.0 - 285       2499.512004684755 - 285
9762.0 - 286       9717.0 - 286
9762.0 - 287       9741.0 - 287
9762.0 - 288       9630.0 - 288
9762.0 - 289       9726.0 - 289
9762.0 - 290       9729.0 - 290
9762.0 - 291       9729.0 - 291
9762.0 - 292       9732.0 - 292
9762.0 - 293       9739.0 - 293
9762.0 - 294       9729.0 - 294
9762.0 - 295       9708.0 - 295
9762.0 - 296       9707.0 - 296
9762.0 - 297       9612.0 - 297
9748.0 - 298       9265.0 - 298
9751.0 - 299       9665.0 - 299
9752.0 - 300       9626.0 - 300
9752.0 - 301       9713.0 - 301
9757.0 - 302       9738.0 - 302
9757.0 - 303       9746.0 - 303
9757.0 - 304       2498.9318978039823 - 304
9757.0 - 305       9267.0 - 305
9759.0 - 306       2498.931806528799 - 306
9762.0 - 307       9743.0 - 307
9762.0 - 308       2498.9314412720123 - 308
9762.0 - 309       9645.0 - 309
9762.0 - 310       9744.0 - 310
9762.0 - 311       9744.0 - 311
9764.0 - 312       8788.0 - 312
9765.0 - 313       9622.0 - 313
9765.0 - 314       2476.5219540324574 - 314
9765.0 - 315       2499.3574916473913 - 315
9765.0 - 316       9665.0 - 316
9765.0 - 317       2499.553332142219 - 317
9765.0 - 318       2497.073741708935 - 318
9765.0 - 319       9731.0 - 319
9754.0 - 320       9731.0 - 320
9759.0 - 321       9731.0 - 321
9762.0 - 322       9735.0 - 322
9762.0 - 323       9267.0 - 323
9762.0 - 324       9747.0 - 324
9762.0 - 325       9267.0 - 325
9762.0 - 326       9762.0 - 326
9762.0 - 327       9762.0 - 327
9762.0 - 328       9762.0 - 328
9762.0 - 329       9762.0 - 329
9762.0 - 330       9611.0 - 330
9762.0 - 331       2475.435748462064 - 331
9762.0 - 332       9730.0 - 332
9762.0 - 333       9755.0 - 333
9762.0 - 334       9755.0 - 334
9762.0 - 335       9762.0 - 335
9762.0 - 336       9756.0 - 336
9762.0 - 337       9242.0 - 337
9762.0 - 338       9762.0 - 338
9763.0 - 339       9723.0 - 339
9763.0 - 340       9722.0 - 340
9763.0 - 341       2499.1792514773474 - 341
9757.0 - 342       2499.108813831209 - 342
9762.0 - 343       7265.0 - 343
9767.0 - 344       2499.3012205347995 - 344
9767.0 - 345       9267.0 - 345
9767.0 - 346       9756.0 - 346
9767.0 - 347       9718.0 - 347
9767.0 - 348       8788.0 - 348
9767.0 - 349       8783.0 - 349
9767.0 - 350       9665.0 - 350
9767.0 - 351       9667.0 - 351
9767.0 - 352       9632.0 - 352
9767.0 - 353       2499.3013507219375 - 353
9767.0 - 354       9640.0 - 354
9767.0 - 355       2499.3014808605753 - 355
9767.0 - 356       9747.0 - 356
9767.0 - 357       9263.0 - 357
9767.0 - 358       8770.0 - 358
9767.0 - 359       8778.0 - 359
9767.0 - 360       9736.0 - 360
9767.0 - 361       2499.1072225694134 - 361
9767.0 - 362       9741.0 - 362
9767.0 - 363       9730.0 - 363
9761.0 - 364       9741.0 - 364
9760.0 - 365       2499.3016109507403 - 365
9762.0 - 366       8232.0 - 366
9767.0 - 367       2497.428224071823 - 367
9767.0 - 368       8729.0 - 368
9767.0 - 369       2500.0000000000005 - 369
9761.0 - 370       2499.1756656499874 - 370
9767.0 - 371       9585.0 - 371
9767.0 - 372       2499.5540094549997 - 372
9767.0 - 373       2478.1461322777504 - 373
9767.0 - 374       2499.01248222468 - 374
9758.0 - 375       2497.5378279165548 - 375
9758.0 - 376       9699.0 - 376
9758.0 - 377       9624.0 - 377
9758.0 - 378       2477.4239543726235 - 378
9758.0 - 379       7797.0 - 379
9759.0 - 380       2496.9234555746984 - 380
9762.0 - 381       2497.2025363670273 - 381
9767.0 - 382       2497.2025363670273 - 382
9767.0 - 383       9605.0 - 383
9767.0 - 384       9718.0 - 384
9767.0 - 385       9735.0 - 385
9767.0 - 386       9739.0 - 386
9767.0 - 387       2499.301415797317 - 387
9767.0 - 388       9752.0 - 388
9767.0 - 389       9721.0 - 389
9767.0 - 390       9744.0 - 390
9767.0 - 391       9754.0 - 391
9767.0 - 392       9271.0 - 392
9767.0 - 393       9767.0 - 393
9767.0 - 394       9759.0 - 394
9767.0 - 395       9765.0 - 395
9767.0 - 396       2499.5123854105714 - 396
9767.0 - 397       9753.0 - 397
9767.0 - 398       9278.0 - 398
9767.0 - 399       7332.0 - 399
9767.0 - 400       8306.0 - 400
9767.0 - 401       8779.0 - 401
9767.0 - 402       9754.0 - 402
9767.0 - 403       9755.0 - 403
9767.0 - 404       2499.3012856344326 - 404
9767.0 - 405       9694.0 - 405
9767.0 - 406       9748.0 - 406
9767.0 - 407       9752.0 - 407
9767.0 - 408       9729.0 - 408
9767.0 - 409       9767.0 - 409
9767.0 - 410       9626.0 - 410
9767.0 - 411       9667.0 - 411
9767.0 - 412       9767.0 - 412
9767.0 - 413       9756.0 - 413
9767.0 - 414       8300.0 - 414
9767.0 - 415       2499.5122427080287 - 415
9767.0 - 416       9275.0 - 416
9767.0 - 417       9753.0 - 417
9767.0 - 418       9741.0 - 418
9767.0 - 419       9265.0 - 419
9767.0 - 420       9730.0 - 420
9756.0 - 421       9710.0 - 421
9756.0 - 422       9264.0 - 422
9755.0 - 423       9704.0 - 423
9755.0 - 424       9719.0 - 424
9760.0 - 425       2496.7904827114 - 425
9753.0 - 426       9221.0 - 426
9753.0 - 427       9259.0 - 427
9754.0 - 428       2499.0104496516783 - 428
9758.0 - 429       2499.553332142219 - 429
9755.0 - 430       9224.0 - 430
9758.0 - 431       9716.0 - 431
9760.0 - 432       9699.0 - 432
9760.0 - 433       9726.0 - 433
9760.0 - 434       9621.0 - 434
9760.0 - 435       8779.0 - 435
9760.0 - 436       9262.0 - 436
9762.0 - 437       9750.0 - 437
9762.0 - 438       2499.5123854105714 - 438
9762.0 - 439       9750.0 - 439
9762.0 - 440       9762.0 - 440
9762.0 - 441       9643.0 - 441
9762.0 - 442       9643.0 - 442
9762.0 - 443       9756.0 - 443
9762.0 - 444       2498.770088553624 - 444
9762.0 - 445       2499.512099921936 - 445
9763.0 - 446       9744.0 - 446
9763.0 - 447       9733.0 - 447
9763.0 - 448       8167.0 - 448
9767.0 - 449       2474.0702672397683 - 449
9767.0 - 450       2499.178914525002 - 450
9767.0 - 451       9643.0 - 451
9767.0 - 452       9587.0 - 452
9767.0 - 453       9587.0 - 453
9767.0 - 454       8637.0 - 454
9767.0 - 455       2499.3005036373806 - 455
9767.0 - 456       9606.0 - 456
9767.0 - 457       2498.9313499187824 - 457
9767.0 - 458       2499.0121700648015 - 458
9767.0 - 459       9609.0 - 459
9767.0 - 460       2499.5538104586826 - 460
9767.0 - 461       2475.628527449974 - 461
9767.0 - 462       7810.0 - 462
9767.0 - 463       9639.0 - 463
9767.0 - 464       9639.0 - 464
9767.0 - 465       9762.0 - 465
9767.0 - 466       9765.0 - 466
9767.0 - 467       9756.0 - 467
9767.0 - 468       9763.0 - 468
9767.0 - 469       9763.0 - 469
9767.0 - 470       2499.766355140187 - 470
9767.0 - 471       9282.0 - 471
9767.0 - 472       9740.0 - 472
9767.0 - 473       9720.0 - 473
9767.0 - 474       9739.0 - 474
9767.0 - 475       9750.0 - 475
9767.0 - 476       9737.0 - 476
9767.0 - 477       8778.0 - 477
9767.0 - 478       9746.0 - 478
9767.0 - 479       9735.0 - 479
9767.0 - 480       2499.301545911715 - 480
9767.0 - 481       9709.0 - 481
9767.0 - 482       9648.0 - 482
9767.0 - 483       9645.0 - 483
9767.0 - 484       9634.0 - 484
9767.0 - 485       9708.0 - 485
9767.0 - 486       9718.0 - 486
9767.0 - 487       9636.0 - 487
9767.0 - 488       9617.0 - 488
9767.0 - 489       9747.0 - 489
9767.0 - 490       2497.0748829953195 - 490
9767.0 - 491       9752.0 - 491
9767.0 - 492       2499.512337852336 - 492
9767.0 - 493       9647.0 - 493
9767.0 - 494       9755.0 - 494
9767.0 - 495       9271.0 - 495
9767.0 - 496       9633.0 - 496
9767.0 - 497       9738.0 - 497
9767.0 - 498       2499.5123854105714 - 498
9767.0 - 499       2499.3016109507403 - 499
9767.0 - 500       9277.0 - 500
9767.0 - 501       9748.0 - 501
9767.0 - 502       2499.5123854105714 - 502
9767.0 - 503       2478.216193999178 - 503
9767.0 - 504       9760.0 - 504
9767.0 - 505       2499.0107628996516 - 505
9767.0 - 506       2499.5122902848225 - 506
9767.0 - 507       2499.5122902848225 - 507
9767.0 - 508       9271.0 - 508
9767.0 - 509       2499.3016759776533 - 509
9767.0 - 510       9277.0 - 510
9767.0 - 511       9275.0 - 511
9767.0 - 512       2500.0 - 512
9767.0 - 513       8791.0 - 513
9767.0 - 514       9614.0 - 514
9767.0 - 515       9235.0 - 515
9767.0 - 516       8775.0 - 516
9767.0 - 517       9715.0 - 517
9765.0 - 518       9708.0 - 518
9764.0 - 519       9727.0 - 519
9765.0 - 520       9734.0 - 520
9767.0 - 521       9737.0 - 521
9767.0 - 522       2499.5122427080287 - 522
9767.0 - 523       9764.0 - 523
9767.0 - 524       9635.0 - 524
9767.0 - 525       2499.301090299133 - 525
9767.0 - 526       9765.0 - 526
9767.0 - 527       9282.0 - 527
9767.0 - 528       8624.0 - 528
9767.0 - 529       2478.6324786324785 - 529
9767.0 - 530       2499.5114802149487 - 530
9756.0 - 531       2499.5123854105714 - 531
9756.0 - 532       2500.0 - 532
9764.0 - 533       8265.0 - 533
9755.0 - 534       9599.0 - 534
9758.0 - 535       2499.2999813328356 - 535
9767.0 - 536       2481.1361935644804 - 536
9767.0 - 537       9605.0 - 537
9767.0 - 538       9738.0 - 538
9767.0 - 539       9733.0 - 539
9767.0 - 540       9761.0 - 540
9767.0 - 541       9756.0 - 541
9767.0 - 542       9756.0 - 542
9767.0 - 543       2478.870458135861 - 543
9767.0 - 544       2499.5123854105714 - 544
9767.0 - 545       2499.5123854105714 - 545
9767.0 - 546       8261.0 - 546
9767.0 - 547       9755.0 - 547
9767.0 - 548       2499.5123854105714 - 548
9767.0 - 549       9267.0 - 549
9767.0 - 550       9269.0 - 550
9767.0 - 551       2499.5123854105714 - 551
9767.0 - 552       9755.0 - 552
9767.0 - 553       9737.0 - 553
9767.0 - 554       8766.0 - 554
9767.0 - 555       9744.0 - 555
9767.0 - 556       9725.0 - 556
9767.0 - 557       9277.0 - 557
9767.0 - 558       2499.5112414467258 - 558
9767.0 - 559       9736.0 - 559
9767.0 - 560       9734.0 - 560
9767.0 - 561       9736.0 - 561
9767.0 - 562       2499.301415797317 - 562
9767.0 - 563       2499.3016759776533 - 563
9767.0 - 564       9722.0 - 564
9767.0 - 565       2499.511336982017 - 565
9767.0 - 566       2499.300960014913 - 566
9767.0 - 567       9561.0 - 567
9767.0 - 568       8636.0 - 568
9767.0 - 569       6842.0 - 569
9767.0 - 570       9613.0 - 570
9767.0 - 571       9617.0 - 571
9767.0 - 572       8778.0 - 572
9767.0 - 573       2499.3016109507403 - 573
9767.0 - 574       9732.0 - 574
9767.0 - 575       9733.0 - 575
9767.0 - 576       9739.0 - 576
9767.0 - 577       9739.0 - 577
9767.0 - 578       2499.512099921936 - 578
9767.0 - 579       9739.0 - 579
9767.0 - 580       9640.0 - 580
9763.0 - 581       9743.0 - 581
9763.0 - 582       9599.0 - 582
9763.0 - 583       9733.0 - 583
9763.0 - 584       9737.0 - 584
9763.0 - 585       9613.0 - 585
9765.0 - 586       2499.512099921936 - 586
9765.0 - 587       9742.0 - 587
9767.0 - 588       8792.0 - 588
9767.0 - 589       8788.0 - 589
9767.0 - 590       9756.0 - 590
9767.0 - 591       9745.0 - 591
9767.0 - 592       9762.0 - 592
9767.0 - 593       9767.0 - 593
9767.0 - 594       9759.0 - 594
9767.0 - 595       9632.0 - 595
9767.0 - 596       9755.0 - 596
9767.0 - 597       9755.0 - 597
9767.0 - 598       9762.0 - 598
9767.0 - 599       2499.5123854105714 - 599
9767.0 - 600       9767.0 - 600
9767.0 - 601       2497.555490368632 - 601
9767.0 - 602       9282.0 - 602
9767.0 - 603       9742.0 - 603
9767.0 - 604       2499.1076209173657 - 604
9767.0 - 605       2500.0 - 605
9767.0 - 606       9720.0 - 606
9767.0 - 607       9706.0 - 607
9761.0 - 608       9700.0 - 608
9757.0 - 609       9665.0 - 609
9755.0 - 610       9693.0 - 610
9720.0 - 611       2499.766070927295 - 611
9733.0 - 612       9596.0 - 612
9731.0 - 613       9596.0 - 613
9741.0 - 614       9597.0 - 614
9741.0 - 615       9665.0 - 615
9731.0 - 616       9665.0 - 616
9731.0 - 617       9665.0 - 617
9734.0 - 618       9600.0 - 618
9741.0 - 619       2499.0107628996516 - 619
9744.0 - 620       2496.9702619558125 - 620
9746.0 - 621       9698.0 - 621
9746.0 - 622       2496.9728017883754 - 622
9749.0 - 623       2497.069740183629 - 623
9749.0 - 624       2497.0711705555013 - 624
9749.0 - 625       7297.0 - 625
9749.0 - 626       2496.9663026229814 - 626
9758.0 - 627       9256.0 - 627
9758.0 - 628       9714.0 - 628
9760.0 - 629       9611.0 - 629
9767.0 - 630       8763.0 - 630
9767.0 - 631       9600.0 - 631
9767.0 - 632       2495.360421957413 - 632
9767.0 - 633       2500.0 - 633
9767.0 - 634       9729.0 - 634
9767.0 - 635       2499.1090520313614 - 635
9767.0 - 636       2499.3007644974828 - 636
9767.0 - 637       9740.0 - 637
9767.0 - 638       2499.300960014913 - 638
9767.0 - 639       2499.3584808827304 - 639
9767.0 - 640       2497.0760233918127 - 640
9767.0 - 641       9650.0 - 641
9767.0 - 642       9635.0 - 642
9767.0 - 643       7773.0 - 643
9767.0 - 644       9707.0 - 644
9767.0 - 645       2479.230951815808 - 645
9767.0 - 646       9767.0 - 646
9767.0 - 647       2499.5123854105714 - 647
9767.0 - 648       9738.0 - 648
9767.0 - 649       8783.0 - 649
9767.0 - 650       9625.0 - 650
9767.0 - 651       9626.0 - 651
9767.0 - 652       9634.0 - 652
9767.0 - 653       9634.0 - 653
9767.0 - 654       9620.0 - 654
9767.0 - 655       9620.0 - 655
9767.0 - 656       9623.0 - 656
9767.0 - 657       9665.0 - 657
9767.0 - 658       2500.0 - 658
9767.0 - 659       9720.0 - 659
9767.0 - 660       9723.0 - 660
9767.0 - 661       9726.0 - 661
9767.0 - 662       9726.0 - 662
9767.0 - 663       2499.1078597555534 - 663
9767.0 - 664       9731.0 - 664
9767.0 - 665       9278.0 - 665
9767.0 - 666       9278.0 - 666
9767.0 - 667       9767.0 - 667
9767.0 - 668       9767.0 - 668
9767.0 - 669       9767.0 - 669
9767.0 - 670       9725.0 - 670
9767.0 - 671       2499.1084960328076 - 671
9767.0 - 672       9700.0 - 672
9767.0 - 673       2499.1092107607337 - 673
9767.0 - 674       2499.3016109507403 - 674
9767.0 - 675       9239.0 - 675
9767.0 - 676       8791.0 - 676
9767.0 - 677       2499.301090299133 - 677
9767.0 - 678       2499.5119094103866 - 678
9767.0 - 679       2499.301090299133 - 679
9767.0 - 680       8302.0 - 680
9767.0 - 681       9250.0 - 681
9762.0 - 682       8786.0 - 682
9762.0 - 683       2499.107780157031 - 683
9762.0 - 684       9265.0 - 684
9762.0 - 685       2499.3016109507403 - 685
9762.0 - 686       2499.512337852336 - 686
9762.0 - 687       8786.0 - 687
9762.0 - 688       9747.0 - 688
9762.0 - 689       9272.0 - 689
9762.0 - 690       9638.0 - 690
9762.0 - 691       9738.0 - 691
9762.0 - 692       9742.0 - 692
9762.0 - 693       9751.0 - 693
9762.0 - 694       9751.0 - 694
9762.0 - 695       9745.0 - 695
9762.0 - 696       9727.0 - 696
9762.0 - 697       9627.0 - 697
9762.0 - 698       2499.3008296821104 - 698
9762.0 - 699       9602.0 - 699
9762.0 - 700       9256.0 - 700
9762.0 - 701       9718.0 - 701
9763.0 - 702       9116.0 - 702
9763.0 - 703       9602.0 - 703
9763.0 - 704       9278.0 - 704
9767.0 - 705       2499.301415797317 - 705
9767.0 - 706       9736.0 - 706
9767.0 - 707       9736.0 - 707
9767.0 - 708       9650.0 - 708
9767.0 - 709       9643.0 - 709
9767.0 - 710       2498.931715238014 - 710
9767.0 - 711       9241.0 - 711
9767.0 - 712       9648.0 - 712
9767.0 - 713       8777.0 - 713
9767.0 - 714       9740.0 - 714
9767.0 - 715       9665.0 - 715
9767.0 - 716       8790.0 - 716
9767.0 - 717       9619.0 - 717
9767.0 - 718       9640.0 - 718
9760.0 - 719       9616.0 - 719
9759.0 - 720       9598.0 - 720
9759.0 - 721       9629.0 - 721
9759.0 - 722       9636.0 - 722
9759.0 - 723       9636.0 - 723
9750.0 - 724       9603.0 - 724
9739.0 - 725       9698.0 - 725
9743.0 - 726       8732.0 - 726
9743.0 - 727       8720.0 - 727
9746.0 - 728       2499.1053855788155 - 728
9750.0 - 729       2499.0071485305803 - 729
9753.0 - 730       2499.1780371527207 - 730
9737.0 - 731       9583.0 - 731
9735.0 - 732       9573.0 - 732
9744.0 - 733       9662.0 - 733
9735.0 - 734       9662.0 - 734
9742.0 - 735       9562.0 - 735
9738.0 - 736       9561.0 - 736
