9240.0 - 1       2480.531599948513 - 1
9767.0 - 233       7819.0 - 233
9767.0 - 234       7322.0 - 234
9767.0 - 235       7329.0 - 235
9767.0 - 236       6845.0 - 236
9767.0 - 237       9596.0 - 237
9767.0 - 238       8793.0 - 238
9767.0 - 239       8795.0 - 239
9767.0 - 240       7812.0 - 240
9767.0 - 241       9275.0 - 241
9767.0 - 242       6353.0 - 242
9767.0 - 243       9274.0 - 243
9767.0 - 244       9740.0 - 244
9767.0 - 245       9612.0 - 245
9767.0 - 246       9631.0 - 246
9767.0 - 247       8305.0 - 247
9767.0 - 248       9737.0 - 248
9767.0 - 249       9752.0 - 249
9767.0 - 250       9744.0 - 250
9767.0 - 251       9738.0 - 251
9767.0 - 252       9275.0 - 252
9767.0 - 253       9282.0 - 253
9764.0 - 254       8790.0 - 254
9767.0 - 255       9272.0 - 255
9767.0 - 256       9282.0 - 256
9767.0 - 257       8795.0 - 257
9767.0 - 258       9642.0 - 258
9767.0 - 259       8271.0 - 259
9767.0 - 260       9618.0 - 260
9767.0 - 261       9264.0 - 261
9767.0 - 262       9629.0 - 262
9767.0 - 263       9733.0 - 263
9767.0 - 264       9735.0 - 264
9767.0 - 265       9731.0 - 265
9767.0 - 266       8779.0 - 266
9767.0 - 267       9745.0 - 267
9767.0 - 268       2497.4332648870636 - 268
9767.0 - 269       9617.0 - 269
9767.0 - 270       9734.0 - 270
9767.0 - 271       9752.0 - 271
9767.0 - 272       7327.0 - 272
9767.0 - 273       6343.0 - 273
9767.0 - 274       9723.0 - 274
9767.0 - 275       9729.0 - 275
9767.0 - 276       9616.0 - 276
9767.0 - 277       9739.0 - 277
9767.0 - 278       9255.0 - 278
9767.0 - 279       9744.0 - 279
9767.0 - 280       8285.0 - 280
9767.0 - 281       9264.0 - 281
9767.0 - 282       9750.0 - 282
9767.0 - 283       9750.0 - 283
9767.0 - 284       9728.0 - 284
9767.0 - 285       9279.0 - 285
9767.0 - 286       9717.0 - 286
9767.0 - 287       9623.0 - 287
9767.0 - 288       8787.0 - 288
9767.0 - 289       9644.0 - 289
9767.0 - 290       9616.0 - 290
9767.0 - 291       9611.0 - 291
9767.0 - 292       9269.0 - 292
9767.0 - 293       7805.0 - 293
9763.0 - 294       8795.0 - 294
9767.0 - 295       8777.0 - 295
9767.0 - 296       2472.5421912670777 - 296
9767.0 - 297       2499.766180321736 - 297
9766.0 - 298       8795.0 - 298
9766.0 - 299       2499.511671061627 - 299
9766.0 - 300       8795.0 - 300
9767.0 - 301       2499.011232399937 - 301
9767.0 - 302       7788.0 - 302
9767.0 - 303       4383.0 - 303
9767.0 - 304       9639.0 - 304
9767.0 - 305       8287.0 - 305
9767.0 - 306       2499.300960014913 - 306
9767.0 - 307       2499.107939339875 - 307
9766.0 - 308       2498.768978251949 - 308
9761.0 - 309       5855.0 - 309
9761.0 - 310       5810.0 - 310
9761.0 - 311       5321.0 - 311
9761.0 - 312       9576.0 - 312
9761.0 - 313       9131.0 - 313
9761.0 - 314       9556.0 - 314
9755.0 - 315       7168.0 - 315
9752.0 - 316       8771.0 - 316
9755.0 - 317       8284.0 - 317
9757.0 - 318       5805.0 - 318
9757.0 - 319       6335.0 - 319
9757.0 - 320       7295.0 - 320
9750.0 - 321       5841.0 - 321
9750.0 - 322       6829.0 - 322
9765.0 - 323       9596.0 - 323
9765.0 - 324       7303.0 - 324
9767.0 - 325       8306.0 - 325
9767.0 - 326       6322.0 - 326
9767.0 - 327       7325.0 - 327
9767.0 - 328       7821.0 - 328
9767.0 - 329       2500.0000000000005 - 329
9767.0 - 330       6780.0 - 330
9767.0 - 331       5353.0 - 331
9767.0 - 332       6841.0 - 332
9767.0 - 333       2499.5120523079927 - 333
9767.0 - 334       9280.0 - 334
9767.0 - 335       6845.0 - 335
9765.0 - 336       2499.107381951263 - 336
9765.0 - 337       7328.0 - 337
9765.0 - 338       4403.0 - 338
9767.0 - 339       2477.5141339729316 - 339
9767.0 - 340       8795.0 - 340
9767.0 - 341       6847.0 - 341
9767.0 - 342       5855.0 - 342
9767.0 - 343       5871.0 - 343
9765.0 - 344       4872.0 - 344
9767.0 - 345       5865.0 - 345
9767.0 - 346       7821.0 - 346
9765.0 - 347       8795.0 - 347
9765.0 - 348       8795.0 - 348
9767.0 - 349       6828.0 - 349
9767.0 - 350       7795.0 - 350
9767.0 - 351       8795.0 - 351
9767.0 - 352       7815.0 - 352
9767.0 - 353       8303.0 - 353
9767.0 - 354       7821.0 - 354
9767.0 - 355       7821.0 - 355
9767.0 - 356       8308.0 - 356
9767.0 - 357       7821.0 - 357
9767.0 - 358       8306.0 - 358
9767.0 - 359       6839.0 - 359
9767.0 - 360       8795.0 - 360
9767.0 - 361       9626.0 - 361
9767.0 - 362       8772.0 - 362
9765.0 - 363       8280.0 - 363
9765.0 - 364       7821.0 - 364
9767.0 - 365       7821.0 - 365
9767.0 - 366       6847.0 - 366
9767.0 - 367       5871.0 - 367
9767.0 - 368       7329.0 - 368
9767.0 - 369       5381.0 - 369
9765.0 - 370       7698.0 - 370
9765.0 - 371       7702.0 - 371
9767.0 - 372       7821.0 - 372
9767.0 - 373       8795.0 - 373
9767.0 - 374       8172.0 - 374
9767.0 - 375       8779.0 - 375
9767.0 - 376       6838.0 - 376
9767.0 - 377       9265.0 - 377
9767.0 - 378       8781.0 - 378
9767.0 - 379       9743.0 - 379
9767.0 - 380       6840.0 - 380
9767.0 - 381       9731.0 - 381
9767.0 - 382       6354.0 - 382
9767.0 - 383       9277.0 - 383
9767.0 - 384       9249.0 - 384
9767.0 - 385       7334.0 - 385
9767.0 - 386       8795.0 - 386
9767.0 - 387       9741.0 - 387
9767.0 - 388       9726.0 - 388
9767.0 - 389       9756.0 - 389
9767.0 - 390       9280.0 - 390
9767.0 - 391       7821.0 - 391
9767.0 - 392       7821.0 - 392
9767.0 - 393       9645.0 - 393
9767.0 - 394       9710.0 - 394
9767.0 - 395       9726.0 - 395
9767.0 - 396       9701.0 - 396
9767.0 - 397       9271.0 - 397
9767.0 - 398       8288.0 - 398
9767.0 - 399       9625.0 - 399
9767.0 - 400       9612.0 - 400
9767.0 - 401       9748.0 - 401
9767.0 - 402       8795.0 - 402
9767.0 - 403       9764.0 - 403
9767.0 - 404       9665.0 - 404
9767.0 - 405       6845.0 - 405
9767.0 - 406       9732.0 - 406
9767.0 - 407       9697.0 - 407
9767.0 - 408       8755.0 - 408
9767.0 - 409       7276.0 - 409
9767.0 - 410       7269.0 - 410
9767.0 - 411       7330.0 - 411
9767.0 - 412       7321.0 - 412
9767.0 - 413       6836.0 - 413
9767.0 - 414       8785.0 - 414
9767.0 - 415       5374.0 - 415
9767.0 - 416       2476.7794945074575 - 416
9767.0 - 417       7812.0 - 417
9767.0 - 418       7810.0 - 418
9767.0 - 419       4872.0 - 419
9767.0 - 420       6836.0 - 420
9767.0 - 421       7804.0 - 421
9767.0 - 422       7807.0 - 422
9767.0 - 423       8790.0 - 423
9767.0 - 424       6344.0 - 424
9767.0 - 425       8779.0 - 425
9767.0 - 426       6838.0 - 426
9767.0 - 427       2500.0 - 427
9767.0 - 428       9690.0 - 428
9767.0 - 429       9602.0 - 429
9767.0 - 430       7788.0 - 430
9767.0 - 431       7284.0 - 431
9767.0 - 432       9644.0 - 432
9767.0 - 433       9731.0 - 433
9767.0 - 434       9734.0 - 434
9767.0 - 435       8288.0 - 435
9767.0 - 436       9715.0 - 436
9767.0 - 437       9734.0 - 437
9767.0 - 438       8295.0 - 438
9767.0 - 439       6840.0 - 439
9767.0 - 440       8793.0 - 440
9767.0 - 441       8779.0 - 441
9767.0 - 442       8790.0 - 442
9767.0 - 443       7821.0 - 443
9767.0 - 444       7821.0 - 444
9767.0 - 445       7821.0 - 445
9767.0 - 446       6824.0 - 446
9767.0 - 447       9280.0 - 447
9767.0 - 448       8787.0 - 448
9767.0 - 449       9280.0 - 449
9767.0 - 450       8793.0 - 450
9767.0 - 451       8795.0 - 451
9767.0 - 452       8795.0 - 452
9767.0 - 453       8789.0 - 453
9767.0 - 454       8791.0 - 454
9767.0 - 455       7821.0 - 455
9767.0 - 456       3911.0 - 456
9767.0 - 457       3911.0 - 457
9767.0 - 458       4892.0 - 458
9767.0 - 459       8302.0 - 459
9767.0 - 460       9751.0 - 460
9767.0 - 461       5868.0 - 461
9767.0 - 462       6355.0 - 462
9767.0 - 463       6824.0 - 463
9767.0 - 464       9738.0 - 464
9763.0 - 465       9719.0 - 465
9766.0 - 466       7798.0 - 466
9767.0 - 467       9637.0 - 467
9767.0 - 468       9610.0 - 468
9767.0 - 469       9729.0 - 469
9767.0 - 470       9742.0 - 470
9767.0 - 471       9244.0 - 471
9767.0 - 472       9755.0 - 472
9767.0 - 473       6830.0 - 473
9767.0 - 474       8790.0 - 474
9767.0 - 475       9736.0 - 475
9767.0 - 476       9276.0 - 476
9767.0 - 477       8795.0 - 477
9767.0 - 478       8790.0 - 478
9767.0 - 479       9726.0 - 479
9767.0 - 480       8292.0 - 480
9767.0 - 481       9716.0 - 481
9767.0 - 482       9738.0 - 482
9767.0 - 483       8790.0 - 483
9767.0 - 484       9259.0 - 484
9767.0 - 485       7801.0 - 485
9767.0 - 486       8789.0 - 486
9767.0 - 487       8292.0 - 487
9767.0 - 488       8775.0 - 488
9767.0 - 489       9613.0 - 489
9763.0 - 490       9610.0 - 490
9764.0 - 491       7808.0 - 491
9763.0 - 492       2499.3016759776533 - 492
9761.0 - 493       7321.0 - 493
9761.0 - 494       8306.0 - 494
9766.0 - 495       9642.0 - 495
9767.0 - 496       8769.0 - 496
9767.0 - 497       9280.0 - 497
9767.0 - 498       8297.0 - 498
9767.0 - 499       7821.0 - 499
9767.0 - 500       7821.0 - 500
9756.0 - 501       8300.0 - 501
9756.0 - 502       5840.0 - 502
9763.0 - 503       2499.7666386633064 - 503
9763.0 - 504       9618.0 - 504
9764.0 - 505       9711.0 - 505
9764.0 - 506       9716.0 - 506
9764.0 - 507       9715.0 - 507
9767.0 - 508       9135.0 - 508
9767.0 - 509       9722.0 - 509
9767.0 - 510       9709.0 - 510
9767.0 - 511       9738.0 - 511
9767.0 - 512       9642.0 - 512
9767.0 - 513       9271.0 - 513
9767.0 - 514       9753.0 - 514
9767.0 - 515       7332.0 - 515
9767.0 - 516       8787.0 - 516
9767.0 - 517       7819.0 - 517
9767.0 - 518       8795.0 - 518
9767.0 - 519       8308.0 - 519
9767.0 - 520       6830.0 - 520
9767.0 - 521       8301.0 - 521
9767.0 - 522       6346.0 - 522
9767.0 - 523       9754.0 - 523
9767.0 - 524       8795.0 - 524
9767.0 - 525       7329.0 - 525
9767.0 - 526       8767.0 - 526
9767.0 - 527       7812.0 - 527
9767.0 - 528       7812.0 - 528
9767.0 - 529       5860.0 - 529
9767.0 - 530       6836.0 - 530
9767.0 - 531       5860.0 - 531
9767.0 - 532       5811.0 - 532
9767.0 - 533       5859.0 - 533
9767.0 - 534       5862.0 - 534
9767.0 - 535       8301.0 - 535
9767.0 - 536       7791.0 - 536
9767.0 - 537       7307.0 - 537
9767.0 - 538       5859.0 - 538
9767.0 - 539       7819.0 - 539
9767.0 - 540       9646.0 - 540
9767.0 - 541       4868.0 - 541
9767.0 - 542       7821.0 - 542
9767.0 - 543       6825.0 - 543
9767.0 - 544       8303.0 - 544
9765.0 - 545       6847.0 - 545
9765.0 - 546       6847.0 - 546
9767.0 - 547       7316.0 - 547
9765.0 - 548       5871.0 - 548
9767.0 - 549       5871.0 - 549
9767.0 - 550       6352.0 - 550
9767.0 - 551       5869.0 - 551
9767.0 - 552       6823.0 - 552
9762.0 - 553       9621.0 - 553
9762.0 - 554       9625.0 - 554
9763.0 - 555       9665.0 - 555
9763.0 - 556       9629.0 - 556
9763.0 - 557       9720.0 - 557
9763.0 - 558       9737.0 - 558
9765.0 - 559       9276.0 - 559
9765.0 - 560       9594.0 - 560
9765.0 - 561       2497.422015983501 - 561
9767.0 - 562       6833.0 - 562
9767.0 - 563       9756.0 - 563
9767.0 - 564       7315.0 - 564
9767.0 - 565       4394.0 - 565
9767.0 - 566       5868.0 - 566
9767.0 - 567       7821.0 - 567
9767.0 - 568       9745.0 - 568
9767.0 - 569       7819.0 - 569
9767.0 - 570       7819.0 - 570
9767.0 - 571       5868.0 - 571
9767.0 - 572       7821.0 - 572
9767.0 - 573       8771.0 - 573
9767.0 - 574       9712.0 - 574
9767.0 - 575       9665.0 - 575
9767.0 - 576       8795.0 - 576
9767.0 - 577       8795.0 - 577
9767.0 - 578       7819.0 - 578
9767.0 - 579       8761.0 - 579
9767.0 - 580       8777.0 - 580
9767.0 - 581       9639.0 - 581
9767.0 - 582       8168.0 - 582
9765.0 - 583       8306.0 - 583
9765.0 - 584       5747.0 - 584
9767.0 - 585       7314.0 - 585
9767.0 - 586       8305.0 - 586
9767.0 - 587       6840.0 - 587
9767.0 - 588       7299.0 - 588
9767.0 - 589       6337.0 - 589
9765.0 - 590       5848.0 - 590
9767.0 - 591       4370.0 - 591
9767.0 - 592       6838.0 - 592
9767.0 - 593       6845.0 - 593
9767.0 - 594       9730.0 - 594
9767.0 - 595       8770.0 - 595
9767.0 - 596       9728.0 - 596
9767.0 - 597       9266.0 - 597
9767.0 - 598       8765.0 - 598
9767.0 - 599       9746.0 - 599
9767.0 - 600       9763.0 - 600
9767.0 - 601       2477.963200684638 - 601
9767.0 - 602       9756.0 - 602
9767.0 - 603       9745.0 - 603
9767.0 - 604       9748.0 - 604
9767.0 - 605       9665.0 - 605
9767.0 - 606       7324.0 - 606
9767.0 - 607       8787.0 - 607
9767.0 - 608       9278.0 - 608
9767.0 - 609       6841.0 - 609
9767.0 - 610       9746.0 - 610
9767.0 - 611       9730.0 - 611
9767.0 - 612       8295.0 - 612
9767.0 - 613       9278.0 - 613
9767.0 - 614       9280.0 - 614
9767.0 - 615       7821.0 - 615
9767.0 - 616       9273.0 - 616
9767.0 - 617       9761.0 - 617
9767.0 - 618       9752.0 - 618
9767.0 - 619       9761.0 - 619
9767.0 - 620       9639.0 - 620
9767.0 - 621       9737.0 - 621
9767.0 - 622       9743.0 - 622
9767.0 - 623       6353.0 - 623
9767.0 - 624       8304.0 - 624
9767.0 - 625       9665.0 - 625
9767.0 - 626       5857.0 - 626
9767.0 - 627       9724.0 - 627
9767.0 - 628       9280.0 - 628
9767.0 - 629       9728.0 - 629
9767.0 - 630       8306.0 - 630
9767.0 - 631       9720.0 - 631
9767.0 - 632       9731.0 - 632
9767.0 - 633       7812.0 - 633
9767.0 - 634       6355.0 - 634
9767.0 - 635       8789.0 - 635
9767.0 - 636       6830.0 - 636
9767.0 - 637       6830.0 - 637
9767.0 - 638       8633.0 - 638
9767.0 - 639       9753.0 - 639
9767.0 - 640       9731.0 - 640
9767.0 - 641       2477.52183593081 - 641
9767.0 - 642       7791.0 - 642
9767.0 - 643       9749.0 - 643
9767.0 - 644       9727.0 - 644
9767.0 - 645       9734.0 - 645
9767.0 - 646       7329.0 - 646
9767.0 - 647       7329.0 - 647
9767.0 - 648       9731.0 - 648
9767.0 - 649       7799.0 - 649
9767.0 - 650       9744.0 - 650
9767.0 - 651       6829.0 - 651
9767.0 - 652       8638.0 - 652
9767.0 - 653       7786.0 - 653
9767.0 - 654       2478.8737956089085 - 654
9767.0 - 655       8795.0 - 655
9767.0 - 656       6845.0 - 656
9767.0 - 657       9698.0 - 657
9767.0 - 658       9721.0 - 658
9767.0 - 659       7314.0 - 659
9767.0 - 660       8783.0 - 660
9761.0 - 661       8300.0 - 661
9767.0 - 662       9708.0 - 662
9767.0 - 663       7667.0 - 663
9767.0 - 664       8607.0 - 664
9767.0 - 665       9665.0 - 665
9763.0 - 666       9602.0 - 666
9767.0 - 667       6333.0 - 667
9767.0 - 668       9738.0 - 668
9767.0 - 669       9747.0 - 669
9767.0 - 670       7329.0 - 670
9767.0 - 671       7821.0 - 671
9767.0 - 672       5358.0 - 672
9767.0 - 673       5373.0 - 673
9767.0 - 674       9253.0 - 674
9767.0 - 675       9591.0 - 675
9767.0 - 676       7182.0 - 676
9767.0 - 677       7788.0 - 677
9767.0 - 678       8268.0 - 678
9767.0 - 679       8302.0 - 679
9765.0 - 680       8795.0 - 680
9767.0 - 681       2499.7666168782675 - 681
9767.0 - 682       7821.0 - 682
9767.0 - 683       9694.0 - 683
9767.0 - 684       4895.0 - 684
9767.0 - 685       9222.0 - 685
9767.0 - 686       9722.0 - 686
9767.0 - 687       9744.0 - 687
9763.0 - 688       7817.0 - 688
9767.0 - 689       9665.0 - 689
9767.0 - 690       9597.0 - 690
9767.0 - 691       6845.0 - 691
9767.0 - 692       7805.0 - 692
9767.0 - 693       9665.0 - 693
9767.0 - 694       6784.0 - 694
9767.0 - 695       8790.0 - 695
9767.0 - 696       8772.0 - 696
9767.0 - 697       8795.0 - 697
9767.0 - 698       9705.0 - 698
9767.0 - 699       9728.0 - 699
9767.0 - 700       8793.0 - 700
9767.0 - 701       7814.0 - 701
9767.0 - 702       8306.0 - 702
9767.0 - 703       8795.0 - 703
9767.0 - 704       9749.0 - 704
9767.0 - 705       9737.0 - 705
9762.0 - 706       7285.0 - 706
9763.0 - 707       8666.0 - 707
9767.0 - 708       9737.0 - 708
9767.0 - 709       9276.0 - 709
9767.0 - 710       8795.0 - 710
9767.0 - 711       7814.0 - 711
9767.0 - 712       8795.0 - 712
9767.0 - 713       9724.0 - 713
9767.0 - 714       9665.0 - 714
9767.0 - 715       9714.0 - 715
9767.0 - 716       9729.0 - 716
9767.0 - 717       9600.0 - 717
9767.0 - 718       9745.0 - 718
9767.0 - 719       8308.0 - 719
9767.0 - 720       9266.0 - 720
9767.0 - 721       7821.0 - 721
9767.0 - 722       9738.0 - 722
9767.0 - 723       9713.0 - 723
9767.0 - 724       9634.0 - 724
9767.0 - 725       9733.0 - 725
9767.0 - 726       9718.0 - 726
9767.0 - 727       7797.0 - 727
9767.0 - 728       9756.0 - 728
9767.0 - 729       7331.0 - 729
9767.0 - 730       9733.0 - 730
9767.0 - 731       9639.0 - 731
9767.0 - 732       9627.0 - 732
9767.0 - 733       9626.0 - 733
9767.0 - 734       9282.0 - 734
9767.0 - 735       9690.0 - 735
9767.0 - 736       9735.0 - 736
9767.0 - 737       9742.0 - 737
9767.0 - 738       9732.0 - 738
9767.0 - 739       8795.0 - 739
9767.0 - 740       9280.0 - 740
9767.0 - 741       9260.0 - 741
9767.0 - 742       7821.0 - 742
9767.0 - 743       6820.0 - 743
9767.0 - 744       5871.0 - 744
9767.0 - 745       7821.0 - 745
9767.0 - 746       8791.0 - 746
9767.0 - 747       5806.0 - 747
9767.0 - 748       7821.0 - 748
9767.0 - 749       7285.0 - 749
9767.0 - 750       7804.0 - 750
9767.0 - 751       8297.0 - 751
9767.0 - 752       8795.0 - 752
9767.0 - 753       2500.0000000000005 - 753
9767.0 - 754       9737.0 - 754
9767.0 - 755       7327.0 - 755
9767.0 - 756       8778.0 - 756
9767.0 - 757       7818.0 - 757
9767.0 - 758       7821.0 - 758
9765.0 - 759       7314.0 - 759
9765.0 - 760       5871.0 - 760
9767.0 - 761       6355.0 - 761
9767.0 - 762       6335.0 - 762
9767.0 - 763       6350.0 - 763
9767.0 - 764       7328.0 - 764
9765.0 - 765       2499.30017728842 - 765
9765.0 - 766       6350.0 - 766
9765.0 - 767       6345.0 - 767
9765.0 - 768       7821.0 - 768
9765.0 - 769       7807.0 - 769
9765.0 - 770       6845.0 - 770
