2499.7667039940275 - 1       2482.6128081010406 - 1
9767.0 - 124       9700.0 - 124
9767.0 - 125       9716.0 - 125
9767.0 - 126       8744.0 - 126
9767.0 - 127       7323.0 - 127
9767.0 - 128       2499.7665514987393 - 128
9760.0 - 129       9643.0 - 129
9760.0 - 130       9724.0 - 130
9760.0 - 131       9637.0 - 131
9760.0 - 132       9699.0 - 132
9761.0 - 133       9709.0 - 133
9761.0 - 134       9712.0 - 134
9761.0 - 135       2499.3003731343283 - 135
9763.0 - 136       2499.7667475275234 - 136
9767.0 - 137       9696.0 - 137
9767.0 - 138       6826.0 - 138
9767.0 - 139       2497.32118939191 - 139
9767.0 - 140       9686.0 - 140
9757.0 - 141       2499.106584472438 - 141
9760.0 - 142       9614.0 - 142
9760.0 - 143       2499.510763209393 - 143
9762.0 - 144       8763.0 - 144
9762.0 - 145       2499.300634091757 - 145
9762.0 - 146       2499.108575503655 - 146
9762.0 - 147       9627.0 - 147
9762.0 - 148       9735.0 - 148
9762.0 - 149       2498.931806528799 - 149
9760.0 - 150       8776.0 - 150
9764.0 - 151       7320.0 - 151
9764.0 - 152       9708.0 - 152
9764.0 - 153       2497.0754533047375 - 153
9767.0 - 154       2500.0 - 154
9767.0 - 155       9624.0 - 155
9767.0 - 156       9733.0 - 156
9767.0 - 157       9734.0 - 157
9767.0 - 158       9726.0 - 158
9767.0 - 159       9247.0 - 159
9767.0 - 160       9639.0 - 160
9767.0 - 161       2499.5123854105714 - 161
9767.0 - 162       2499.3016109507403 - 162
9767.0 - 163       2499.012716215149 - 163
9767.0 - 164       2499.358316221766 - 164
9767.0 - 165       9744.0 - 165
9767.0 - 166       9738.0 - 166
9767.0 - 167       9741.0 - 167
9767.0 - 168       2499.3016109507403 - 168
9767.0 - 169       9720.0 - 169
9767.0 - 170       9725.0 - 170
9767.0 - 171       9711.0 - 171
9767.0 - 172       9687.0 - 172
9767.0 - 173       2500.0 - 173
9767.0 - 174       9600.0 - 174
9767.0 - 175       9727.0 - 175
9767.0 - 176       2499.9999999999995 - 176
9767.0 - 177       9647.0 - 177
9767.0 - 178       8793.0 - 178
9767.0 - 179       2499.511623363938 - 179
9767.0 - 180       2499.511384735659 - 180
9767.0 - 181       9749.0 - 181
9767.0 - 182       9746.0 - 182
9767.0 - 183       9744.0 - 183
9767.0 - 184       9746.0 - 184
9767.0 - 185       2477.94999143689 - 185
9767.0 - 186       2497.317073170732 - 186
9767.0 - 187       9716.0 - 187
9767.0 - 188       9729.0 - 188
9767.0 - 189       9732.0 - 189
9767.0 - 190       9732.0 - 190
9767.0 - 191       9731.0 - 191
9767.0 - 192       9736.0 - 192
9767.0 - 193       9754.0 - 193
9767.0 - 194       9754.0 - 194
9767.0 - 195       9746.0 - 195
9763.0 - 196       8778.0 - 196
9764.0 - 197       2499.3012856344326 - 197
9764.0 - 198       9624.0 - 198
9764.0 - 199       2499.511671061627 - 199
9765.0 - 200       9746.0 - 200
9767.0 - 201       9754.0 - 201
9767.0 - 202       9764.0 - 202
9767.0 - 203       9765.0 - 203
9767.0 - 204       9647.0 - 204
9767.0 - 205       9758.0 - 205
9767.0 - 206       9767.0 - 206
9767.0 - 207       9749.0 - 207
9767.0 - 208       2499.300894854586 - 208
9767.0 - 209       9745.0 - 209
9767.0 - 210       9745.0 - 210
9767.0 - 211       9636.0 - 211
9767.0 - 212       9617.0 - 212
9767.0 - 213       8763.0 - 213
9767.0 - 214       2497.799295774648 - 214
9767.0 - 215       2499.01248222468 - 215
9767.0 - 216       2479.8341069933795 - 216
9767.0 - 217       9267.0 - 217
9767.0 - 218       9628.0 - 218
9767.0 - 219       9634.0 - 219
9767.0 - 220       9628.0 - 220
9767.0 - 221       9614.0 - 221
9767.0 - 222       9739.0 - 222
9767.0 - 223       8769.0 - 223
9767.0 - 224       9635.0 - 224
9767.0 - 225       9254.0 - 225
9767.0 - 226       9257.0 - 226
9767.0 - 227       9722.0 - 227
9767.0 - 228       9258.0 - 228
9767.0 - 229       9759.0 - 229
9767.0 - 230       9762.0 - 230
9767.0 - 231       9759.0 - 231
9767.0 - 232       8301.0 - 232
9767.0 - 233       2500.0000000000005 - 233
9767.0 - 234       2499.5123854105714 - 234
9767.0 - 235       9754.0 - 235
9767.0 - 236       9754.0 - 236
9767.0 - 237       9755.0 - 237
9767.0 - 238       9767.0 - 238
9767.0 - 239       9767.0 - 239
9767.0 - 240       2499.300634091757 - 240
9767.0 - 241       9767.0 - 241
9767.0 - 242       9746.0 - 242
9767.0 - 243       9635.0 - 243
9767.0 - 244       2500.0000000000005 - 244
9767.0 - 245       2500.0 - 245
9767.0 - 246       2478.88880119959 - 246
9767.0 - 247       2477.56218480212 - 247
9767.0 - 248       9638.0 - 248
9767.0 - 249       9739.0 - 249
9767.0 - 250       9757.0 - 250
9767.0 - 251       2497.6672576280675 - 251
9767.0 - 252       8791.0 - 252
9767.0 - 253       2499.512337852336 - 253
9767.0 - 254       9260.0 - 254
9767.0 - 255       2474.5740030332768 - 255
9767.0 - 256       8760.0 - 256
9767.0 - 257       2499.512337852336 - 257
9767.0 - 258       9763.0 - 258
9767.0 - 259       9753.0 - 259
9767.0 - 260       9718.0 - 260
9767.0 - 261       2498.9295195683826 - 261
9767.0 - 262       2499.512004684755 - 262
9767.0 - 263       2498.9326274442833 - 263
9767.0 - 264       2499.5120523079927 - 264
9767.0 - 265       2499.3016109507403 - 265
9767.0 - 266       2499.766812797314 - 266
9767.0 - 267       9271.0 - 267
9767.0 - 268       2499.5123854105714 - 268
9767.0 - 269       9250.0 - 269
9767.0 - 270       8786.0 - 270
9743.0 - 271       2499.512004684755 - 271
9756.0 - 272       2499.1078597555534 - 272
9759.0 - 273       2477.931093589304 - 273
9762.0 - 274       2499.1785098168075 - 274
9762.0 - 275       6337.0 - 275
9762.0 - 276       2499.512004684755 - 276
9762.0 - 277       9647.0 - 277
9762.0 - 278       9742.0 - 278
9762.0 - 279       9641.0 - 279
9762.0 - 280       9270.0 - 280
9767.0 - 281       9676.0 - 281
9767.0 - 282       9722.0 - 282
9767.0 - 283       8268.0 - 283
9767.0 - 284       2500.0 - 284
9767.0 - 285       9648.0 - 285
9767.0 - 286       8772.0 - 286
9767.0 - 287       9611.0 - 287
9767.0 - 288       2499.5123854105714 - 288
9767.0 - 289       9741.0 - 289
9767.0 - 290       9275.0 - 290
9767.0 - 291       9643.0 - 291
9767.0 - 292       9741.0 - 292
9767.0 - 293       9703.0 - 293
9767.0 - 294       9751.0 - 294
9767.0 - 295       9760.0 - 295
9767.0 - 296       9622.0 - 296
9767.0 - 297       9643.0 - 297
9767.0 - 298       9643.0 - 298
9767.0 - 299       9643.0 - 299
9767.0 - 300       9643.0 - 300
9767.0 - 301       9643.0 - 301
9767.0 - 302       9748.0 - 302
9767.0 - 303       9665.0 - 303
9767.0 - 304       9680.0 - 304
9767.0 - 305       9735.0 - 305
9767.0 - 306       9739.0 - 306
9767.0 - 307       9759.0 - 307
9767.0 - 308       9745.0 - 308
9767.0 - 309       9738.0 - 309
9767.0 - 310       2499.3013507219375 - 310
9767.0 - 311       9734.0 - 311
9767.0 - 312       9750.0 - 312
9767.0 - 313       9732.0 - 313
9767.0 - 314       2499.512337852336 - 314
9767.0 - 315       9741.0 - 315
9767.0 - 316       8786.0 - 316
9767.0 - 317       2499.766856290217 - 317
9767.0 - 318       9718.0 - 318
9767.0 - 319       2498.9322627487827 - 319
9767.0 - 320       9259.0 - 320
9767.0 - 321       9725.0 - 321
9767.0 - 322       9742.0 - 322
9767.0 - 323       9619.0 - 323
9767.0 - 324       9736.0 - 324
9767.0 - 325       9665.0 - 325
9767.0 - 326       9721.0 - 326
9767.0 - 327       9736.0 - 327
9767.0 - 328       2499.1084960328076 - 328
9767.0 - 329       2499.5540492329646 - 329
9767.0 - 330       9746.0 - 330
9767.0 - 331       9737.0 - 331
9767.0 - 332       9650.0 - 332
9767.0 - 333       9638.0 - 333
9767.0 - 334       9646.0 - 334
9767.0 - 335       9689.0 - 335
9767.0 - 336       9689.0 - 336
9767.0 - 337       9716.0 - 337
9767.0 - 338       8786.0 - 338
9767.0 - 339       9754.0 - 339
9767.0 - 340       9767.0 - 340
9767.0 - 341       9767.0 - 341
9767.0 - 342       9752.0 - 342
9767.0 - 343       9636.0 - 343
9767.0 - 344       9754.0 - 344
9767.0 - 345       9743.0 - 345
9767.0 - 346       9716.0 - 346
9767.0 - 347       9763.0 - 347
9767.0 - 348       9767.0 - 348
9767.0 - 349       2499.3006993006993 - 349
9767.0 - 350       9754.0 - 350
9767.0 - 351       2498.769281260256 - 351
9767.0 - 352       9767.0 - 352
9767.0 - 353       9627.0 - 353
9767.0 - 354       9748.0 - 354
9767.0 - 355       2478.8687890038705 - 355
9767.0 - 356       9746.0 - 356
9767.0 - 357       9735.0 - 357
9767.0 - 358       2476.7919307328393 - 358
9767.0 - 359       9258.0 - 359
9767.0 - 360       9261.0 - 360
9767.0 - 361       9636.0 - 361
9767.0 - 362       2499.510763209393 - 362
9767.0 - 363       9650.0 - 363
9767.0 - 364       7290.0 - 364
9762.0 - 365       2500.0 - 365
9766.0 - 366       8758.0 - 366
9763.0 - 367       2499.7667039940275 - 367
9763.0 - 368       9711.0 - 368
9766.0 - 369       2497.6692149916094 - 369
9766.0 - 370       9707.0 - 370
9766.0 - 371       9739.0 - 371
9766.0 - 372       9739.0 - 372
9766.0 - 373       2497.207483943033 - 373
9766.0 - 374       9734.0 - 374
9766.0 - 375       9713.0 - 375
9766.0 - 376       2496.9753373662165 - 376
9766.0 - 377       9744.0 - 377
9767.0 - 378       2497.327522407697 - 378
9767.0 - 379       2499.1791841090044 - 379
9767.0 - 380       2499.10897264546 - 380
9765.0 - 381       2499.3576567317573 - 381
9766.0 - 382       9665.0 - 382
9766.0 - 383       8268.0 - 383
9766.0 - 384       9705.0 - 384
9766.0 - 385       7796.0 - 385
9766.0 - 386       9703.0 - 386
9766.0 - 387       9712.0 - 387
9766.0 - 388       2499.3586454592096 - 388
9766.0 - 389       2499.3013507219375 - 389
9766.0 - 390       8178.0 - 390
9766.0 - 391       2498.76968503937 - 391
9766.0 - 392       9644.0 - 392
9763.0 - 393       9259.0 - 393
9767.0 - 394       9725.0 - 394
9767.0 - 395       9729.0 - 395
9767.0 - 396       9730.0 - 396
9767.0 - 397       9745.0 - 397
9767.0 - 398       9750.0 - 398
9767.0 - 399       9753.0 - 399
9767.0 - 400       9731.0 - 400
9767.0 - 401       9748.0 - 401
9767.0 - 402       9750.0 - 402
9767.0 - 403       9734.0 - 403
9767.0 - 404       9739.0 - 404
9767.0 - 405       9739.0 - 405
9767.0 - 406       9634.0 - 406
9767.0 - 407       2498.9318978039823 - 407
9767.0 - 408       9704.0 - 408
9767.0 - 409       9650.0 - 409
9767.0 - 410       9634.0 - 410
9767.0 - 411       8766.0 - 411
9767.0 - 412       2500.0 - 412
9767.0 - 413       2499.9999999999995 - 413
9767.0 - 414       9643.0 - 414
9767.0 - 415       9761.0 - 415
9767.0 - 416       9760.0 - 416
9767.0 - 417       9767.0 - 417
9767.0 - 418       9767.0 - 418
9767.0 - 419       9751.0 - 419
9767.0 - 420       9761.0 - 420
9767.0 - 421       9756.0 - 421
9767.0 - 422       9753.0 - 422
9767.0 - 423       9727.0 - 423
9767.0 - 424       2496.9744926456897 - 424
9767.0 - 425       2479.217797482385 - 425
9767.0 - 426       9729.0 - 426
9767.0 - 427       9725.0 - 427
9767.0 - 428       9725.0 - 428
9767.0 - 429       9725.0 - 429
9767.0 - 430       9725.0 - 430
9767.0 - 431       9148.0 - 431
9767.0 - 432       9636.0 - 432
9767.0 - 433       9734.0 - 433
9767.0 - 434       9270.0 - 434
9767.0 - 435       9734.0 - 435
9767.0 - 436       9753.0 - 436
9767.0 - 437       9716.0 - 437
9767.0 - 438       9275.0 - 438
9767.0 - 439       8296.0 - 439
9767.0 - 440       2499.357051007287 - 440
9767.0 - 441       2499.3016759776533 - 441
9767.0 - 442       2499.5123854105714 - 442
9767.0 - 443       9751.0 - 443
9767.0 - 444       2499.3016759776533 - 444
9767.0 - 445       8299.0 - 445
9767.0 - 446       9760.0 - 446
9767.0 - 447       9731.0 - 447
9767.0 - 448       9767.0 - 448
9767.0 - 449       9665.0 - 449
9767.0 - 450       9709.0 - 450
9767.0 - 451       9767.0 - 451
9767.0 - 452       9767.0 - 452
9767.0 - 453       9767.0 - 453
9767.0 - 454       9642.0 - 454
9767.0 - 455       9642.0 - 455
9767.0 - 456       9271.0 - 456
9767.0 - 457       9746.0 - 457
9767.0 - 458       2499.3016109507403 - 458
9767.0 - 459       9251.0 - 459
9767.0 - 460       9257.0 - 460
9767.0 - 461       9629.0 - 461
9767.0 - 462       8289.0 - 462
9767.0 - 463       9718.0 - 463
9767.0 - 464       9611.0 - 464
9767.0 - 465       2499.5110980737263 - 465
9767.0 - 466       8270.0 - 466
9767.0 - 467       9259.0 - 467
9763.0 - 468       9743.0 - 468
9763.0 - 469       2499.301090299133 - 469
9763.0 - 470       2499.3014808605753 - 470
9763.0 - 471       9643.0 - 471
9763.0 - 472       9665.0 - 472
9767.0 - 473       2499.7656982193066 - 473
9767.0 - 474       9722.0 - 474
9767.0 - 475       9266.0 - 475
9767.0 - 476       9741.0 - 476
9767.0 - 477       9752.0 - 477
9767.0 - 478       2499.5123854105714 - 478
9767.0 - 479       2499.301415797317 - 479
9767.0 - 480       2499.512004684755 - 480
9767.0 - 481       9746.0 - 481
9767.0 - 482       9720.0 - 482
9767.0 - 483       9720.0 - 483
9767.0 - 484       9720.0 - 484
9763.0 - 485       9721.0 - 485
9763.0 - 486       8281.0 - 486
9763.0 - 487       7301.0 - 487
9763.0 - 488       2499.7665078920336 - 488
9763.0 - 489       8294.0 - 489
9760.0 - 490       2499.766464269033 - 490
9760.0 - 491       8746.0 - 491
9760.0 - 492       7799.0 - 492
9760.0 - 493       9712.0 - 493
9760.0 - 494       9622.0 - 494
9760.0 - 495       9622.0 - 495
9761.0 - 496       2497.6683454579365 - 496
9762.0 - 497       9147.0 - 497
9762.0 - 498       9265.0 - 498
9762.0 - 499       2499.512099921936 - 499
9762.0 - 500       2476.8002141518696 - 500
9765.0 - 501       2476.8002141518696 - 501
9765.0 - 502       9269.0 - 502
9765.0 - 503       2500.0000000000005 - 503
9767.0 - 504       9724.0 - 504
9767.0 - 505       8773.0 - 505
9767.0 - 506       9749.0 - 506
9767.0 - 507       9762.0 - 507
9767.0 - 508       9762.0 - 508
9767.0 - 509       9767.0 - 509
9767.0 - 510       9759.0 - 510
9767.0 - 511       9751.0 - 511
9767.0 - 512       9266.0 - 512
9767.0 - 513       9760.0 - 513
9767.0 - 514       2499.5115279406014 - 514
9767.0 - 515       9762.0 - 515
9767.0 - 516       2499.5123854105714 - 516
9767.0 - 517       9767.0 - 517
9767.0 - 518       9748.0 - 518
9767.0 - 519       9732.0 - 519
9767.0 - 520       9732.0 - 520
9767.0 - 521       9756.0 - 521
9767.0 - 522       9764.0 - 522
9767.0 - 523       9617.0 - 523
9767.0 - 524       9767.0 - 524
9767.0 - 525       9730.0 - 525
9767.0 - 526       9727.0 - 526
9767.0 - 527       9727.0 - 527
9767.0 - 528       9730.0 - 528
9767.0 - 529       7800.0 - 529
9767.0 - 530       9760.0 - 530
9767.0 - 531       9747.0 - 531
9767.0 - 532       9750.0 - 532
9767.0 - 533       9750.0 - 533
9767.0 - 534       9746.0 - 534
9767.0 - 535       9755.0 - 535
9767.0 - 536       9628.0 - 536
9767.0 - 537       9726.0 - 537
9767.0 - 538       2499.511814098809 - 538
9767.0 - 539       2476.789858953758 - 539
9767.0 - 540       2499.3016759776533 - 540
9767.0 - 541       9665.0 - 541
9767.0 - 542       8779.0 - 542
9767.0 - 543       9699.0 - 543
9767.0 - 544       9256.0 - 544
9767.0 - 545       9693.0 - 545
9765.0 - 546       9692.0 - 546
9765.0 - 547       8746.0 - 547
9765.0 - 548       9194.0 - 548
9765.0 - 549       9610.0 - 549
9765.0 - 550       9665.0 - 550
9746.0 - 551       2499.5524525599712 - 551
9746.0 - 552       9234.0 - 552
9748.0 - 553       9220.0 - 553
9739.0 - 554       9603.0 - 554
9739.0 - 555       9198.0 - 555
9732.0 - 556       2476.3177640217596 - 556
9718.0 - 557       9226.0 - 557
9724.0 - 558       9588.0 - 558
9737.0 - 559       5820.0 - 559
9724.0 - 560       9590.0 - 560
9731.0 - 561       2476.3607959217234 - 561
9731.0 - 562       2498.3497139504184 - 562
9753.0 - 563       9581.0 - 563
9757.0 - 564       2499.51186175925 - 564
9757.0 - 565       2499.3012205347995 - 565
9761.0 - 566       2499.01115418084 - 566
9764.0 - 567       9628.0 - 567
9764.0 - 568       9269.0 - 568
9767.0 - 569       9736.0 - 569
9767.0 - 570       2499.301415797317 - 570
9767.0 - 571       9629.0 - 571
9767.0 - 572       9631.0 - 572
9767.0 - 573       9634.0 - 573
9767.0 - 574       9716.0 - 574
9767.0 - 575       2499.766921499161 - 575
9767.0 - 576       9614.0 - 576
9767.0 - 577       9626.0 - 577
9767.0 - 578       9634.0 - 578
9767.0 - 579       9640.0 - 579
9767.0 - 580       9631.0 - 580
9767.0 - 581       9633.0 - 581
9767.0 - 582       9630.0 - 582
9767.0 - 583       9628.0 - 583
9767.0 - 584       9606.0 - 584
9767.0 - 585       9591.0 - 585
9767.0 - 586       7304.0 - 586
9767.0 - 587       9610.0 - 587
9767.0 - 588       9644.0 - 588
9767.0 - 589       9629.0 - 589
9767.0 - 590       9709.0 - 590
9767.0 - 591       9616.0 - 591
9767.0 - 592       9717.0 - 592
9767.0 - 593       9736.0 - 593
9767.0 - 594       9755.0 - 594
9767.0 - 595       9728.0 - 595
9767.0 - 596       9665.0 - 596
9767.0 - 597       2499.5120523079927 - 597
9767.0 - 598       2499.766921499161 - 598
9760.0 - 599       2499.766921499161 - 599
9762.0 - 600       2481.310013717421 - 600
9762.0 - 601       9620.0 - 601
9762.0 - 602       2497.0760233918127 - 602
9762.0 - 603       8154.0 - 603
9758.0 - 604       2499.301090299133 - 604
9758.0 - 605       9608.0 - 605
9758.0 - 606       2480.005869836378 - 606
9763.0 - 607       2499.5532124028236 - 607
9763.0 - 608       9616.0 - 608
9763.0 - 609       9703.0 - 609
9763.0 - 610       9691.0 - 610
9765.0 - 611       9744.0 - 611
9765.0 - 612       2497.0717423133237 - 612
9767.0 - 613       9742.0 - 613
9767.0 - 614       8791.0 - 614
9767.0 - 615       9643.0 - 615
9767.0 - 616       9745.0 - 616
9767.0 - 617       2499.3588647632077 - 617
9767.0 - 618       8765.0 - 618
9767.0 - 619       2499.5122902848225 - 619
9767.0 - 620       2499.5122902848225 - 620
9767.0 - 621       8771.0 - 621
9767.0 - 622       9699.0 - 622
9767.0 - 623       8782.0 - 623
9767.0 - 624       9252.0 - 624
9767.0 - 625       9271.0 - 625
9767.0 - 626       9239.0 - 626
9767.0 - 627       2500.0 - 627
9767.0 - 628       8308.0 - 628
9767.0 - 629       9757.0 - 629
9767.0 - 630       2497.4354191923903 - 630
9767.0 - 631       9745.0 - 631
9767.0 - 632       9744.0 - 632
9767.0 - 633       2497.0760233918127 - 633
9767.0 - 634       9665.0 - 634
9767.0 - 635       2499.3014808605753 - 635
9767.0 - 636       2499.511623363938 - 636
9767.0 - 637       8781.0 - 637
9767.0 - 638       2499.1091314031178 - 638
9767.0 - 639       9732.0 - 639
9767.0 - 640       9739.0 - 640
9767.0 - 641       9641.0 - 641
9767.0 - 642       9624.0 - 642
9767.0 - 643       2499.5122427080287 - 643
9767.0 - 644       2478.171334431631 - 644
9767.0 - 645       9592.0 - 645
9767.0 - 646       8770.0 - 646
9767.0 - 647       9665.0 - 647
9767.0 - 648       9251.0 - 648
9767.0 - 649       9282.0 - 649
9767.0 - 650       9746.0 - 650
9767.0 - 651       9746.0 - 651
9767.0 - 652       2499.5123854105714 - 652
9767.0 - 653       2499.3016109507403 - 653
9767.0 - 654       9645.0 - 654
9764.0 - 655       9632.0 - 655
9766.0 - 656       2477.5449101796407 - 656
9766.0 - 657       9625.0 - 657
9767.0 - 658       2499.301545911715 - 658
9767.0 - 659       9741.0 - 659
9767.0 - 660       9741.0 - 660
9767.0 - 661       8787.0 - 661
9767.0 - 662       9741.0 - 662
9767.0 - 663       9252.0 - 663
9767.0 - 664       9704.0 - 664
9767.0 - 665       9715.0 - 665
9767.0 - 666       2499.106584472438 - 666
9767.0 - 667       9723.0 - 667
9767.0 - 668       9728.0 - 668
9767.0 - 669       9264.0 - 669
9767.0 - 670       9709.0 - 670
9767.0 - 671       9697.0 - 671
9767.0 - 672       8781.0 - 672
9767.0 - 673       8767.0 - 673
9767.0 - 674       9256.0 - 674
9758.0 - 675       9703.0 - 675
9758.0 - 676       9681.0 - 676
9761.0 - 677       9200.0 - 677
9760.0 - 678       2497.8001564333204 - 678
9760.0 - 679       9678.0 - 679
9762.0 - 680       9711.0 - 680
9763.0 - 681       2499.179116729601 - 681
9767.0 - 682       2499.3016109507403 - 682
9767.0 - 683       9270.0 - 683
9767.0 - 684       2500.0 - 684
9767.0 - 685       9732.0 - 685
9762.0 - 686       2498.931806528799 - 686
9765.0 - 687       2498.9312585499315 - 687
9765.0 - 688       9233.0 - 688
9762.0 - 689       2499.1075412762157 - 689
9755.0 - 690       2499.7666168782675 - 690
9759.0 - 691       2499.300894854586 - 691
9762.0 - 692       2499.766595089161 - 692
9765.0 - 693       2496.7945978288744 - 693
9767.0 - 694       2499.7667039940275 - 694
9767.0 - 695       9274.0 - 695
9767.0 - 696       9625.0 - 696
9767.0 - 697       7325.0 - 697
9767.0 - 698       2499.5119094103866 - 698
9767.0 - 699       9737.0 - 699
9767.0 - 700       9723.0 - 700
9767.0 - 701       9268.0 - 701
9767.0 - 702       9736.0 - 702
9767.0 - 703       9280.0 - 703
9767.0 - 704       9280.0 - 704
9767.0 - 705       9270.0 - 705
9767.0 - 706       2499.1084960328076 - 706
9767.0 - 707       2475.995152419129 - 707
9767.0 - 708       9635.0 - 708
9767.0 - 709       9260.0 - 709
9767.0 - 710       2498.859749144812 - 710
9767.0 - 711       9695.0 - 711
9757.0 - 712       9687.0 - 712
9767.0 - 713       8714.0 - 713
9763.0 - 714       9701.0 - 714
9763.0 - 715       9672.0 - 715
9763.0 - 716       9708.0 - 716
9763.0 - 717       9704.0 - 717
9760.0 - 718       9715.0 - 718
9754.0 - 719       9717.0 - 719
9754.0 - 720       9701.0 - 720
9754.0 - 721       9699.0 - 721
9756.0 - 722       9698.0 - 722
9752.0 - 723       2498.930892918235 - 723
9752.0 - 724       2478.6061054883567 - 724
9755.0 - 725       9244.0 - 725
9756.0 - 726       9613.0 - 726
9757.0 - 727       9630.0 - 727
9757.0 - 728       9620.0 - 728
9761.0 - 729       2498.9296112348006 - 729
9767.0 - 730       2479.422300129563 - 730
9767.0 - 731       2499.5531325408883 - 731
9748.0 - 732       2499.3584260051325 - 732
9751.0 - 733       2497.427983539095 - 733
9759.0 - 734       2499.766573295985 - 734
9759.0 - 735       2499.3003078645397 - 735
9759.0 - 736       9705.0 - 736
9759.0 - 737       9707.0 - 737
9748.0 - 738       9210.0 - 738
